"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"MPRIP",2.6593408611671e-18,0.499005847042814,0.246,0.166,5.18092786572574e-14,"2","MPRIP",0.08
"SYTL1",2.81399503307103e-18,0.571267133146892,0.244,0.166,5.48222512342899e-14,"2","SYTL1",0.078
"COPS91",3.16244007205572e-18,0.363488916257449,0.439,0.339,6.16106574837896e-14,"2","COPS9",0.1
"CHD71",3.3521778296818e-18,0.72602758134324,0.142,0.083,6.53071284778608e-14,"2","CHD7",0.059
"EIF3L",3.40712019111919e-18,0.400057969325695,0.414,0.316,6.6377515563384e-14,"2","EIF3L",0.098
"NDUFA14",3.49767100337599e-18,0.306213743748621,0.532,0.423,6.8141626487771e-14,"2","NDUFA1",0.109
"GLIPR1",4.8897163376604e-18,0.346158557044563,0.462,0.356,9.52614536902999e-14,"2","GLIPR1",0.106
"ZNF652",5.13570112500616e-18,0.461724619449319,0.274,0.19,1.0005372931737e-13,"2","ZNF652",0.084
"ARHGAP15",5.67487287218519e-18,0.370450144921096,0.466,0.365,1.10557873295912e-13,"2","ARHGAP15",0.101
"KDSR",5.73587962660803e-18,0.747516591225781,0.178,0.112,1.11746406885578e-13,"2","KDSR",0.066
"ITGB1",5.77632640386038e-18,0.271585727920344,0.551,0.445,1.12534391000008e-13,"2","ITGB1",0.106
"RGS19",6.26105595129126e-18,0.625603416821026,0.2,0.129,1.21977892043056e-13,"2","RGS19",0.071
"ETHE1",6.2889442472678e-18,0.713799914681147,0.145,0.085,1.22521211825271e-13,"2","ETHE1",0.06
"ERN11",6.70030853201827e-18,0.479466294165178,0.3,0.214,1.3053541082078e-13,"2","ERN1",0.086
"ARPC51",7.47351162153634e-18,0.312563835014281,0.509,0.4,1.45598953410771e-13,"2","ARPC5",0.109
"IFI44L",9.80250054966818e-18,0.438926868281969,0.138,0.079,1.90972315708635e-13,"2","IFI44L",0.059
"FURIN",9.95864931478283e-18,0.962390930807616,0.113,0.062,1.94014405950599e-13,"2","FURIN",0.051
"TSPAN181",1.35746782373357e-17,1.33067674735714,0.055,0.022,2.64461881419775e-13,"2","TSPAN18",0.033
"ATF7IP21",1.51065961953753e-17,0.468073872925855,0.288,0.204,2.94306707078302e-13,"2","ATF7IP2",0.084
"PIM1",1.63366243325404e-17,0.512905968103028,0.259,0.179,3.18270115246553e-13,"2","PIM1",0.08
"TTTY151",1.72739298400003e-17,0.523759243240028,0.225,0.149,3.36530701142886e-13,"2","TTTY15",0.076
"NSG11",1.76241110674495e-17,1.21009768467903,0.058,0.024,3.4335293181605e-13,"2","NSG1",0.034
"DGKA1",1.83242176095577e-17,0.510174115292471,0.293,0.211,3.56992407469403e-13,"2","DGKA",0.082
"NDUFS5",2.32703231272866e-17,0.300913340224153,0.521,0.417,4.53352435165797e-13,"2","NDUFS5",0.104
"CALHM2",2.49931451025095e-17,0.96259052890435,0.08,0.039,4.86916452887091e-13,"2","CALHM2",0.041
"TNFSF12",2.80031545024181e-17,0.71721143405997,0.152,0.092,5.4555745601611e-13,"2","TNFSF12",0.06
"TMEM59",3.62728663150172e-17,0.319982813127178,0.46,0.355,7.06667981549165e-13,"2","TMEM59",0.105
"EDF1",3.85172655738082e-17,0.311037779086192,0.573,0.474,7.50393367908932e-13,"2","EDF1",0.099
"CRIP1",4.5127995240401e-17,0.332058024650163,0.445,0.344,8.79183603273492e-13,"2","CRIP1",0.101
"HEBP2",4.80878423478668e-17,0.532313216343475,0.24,0.165,9.3684734462114e-13,"2","HEBP2",0.075
"ARPC31",5.30852820398705e-17,0.230945674819182,0.725,0.615,1.03420746470076e-12,"2","ARPC3",0.11
"COX6B11",5.36662831973739e-17,0.274754471478332,0.567,0.458,1.04552652925124e-12,"2","COX6B1",0.109
"LINC022731",6.00318604331272e-17,0.613365018866222,0.161,0.099,1.16954070495818e-12,"2","LINC02273",0.062
"TMEM1731",7.70768235240155e-17,0.57733858049161,0.207,0.137,1.50161067589487e-12,"2","TMEM173",0.07
"TRIQK",9.05233312620642e-17,1.92632167610009,0.025,0.006,1.76357553964753e-12,"2","TRIQK",0.019
"COX7A21",1.00606530516309e-16,0.284645169031032,0.601,0.495,1.96001642751874e-12,"2","COX7A2",0.106
"COX7A2L",1.18136999695443e-16,0.42158803112421,0.337,0.251,2.30154502806662e-12,"2","COX7A2L",0.086
"NDUFB11",1.19941170959708e-16,0.368952883890429,0.426,0.331,2.33669389263703e-12,"2","NDUFB11",0.095
"AHNAK",1.24054835140249e-16,0.192195689143273,0.639,0.522,2.41683629820232e-12,"2","AHNAK",0.117
"REEP3",1.29828532305761e-16,0.773241972541855,0.128,0.074,2.52931946638083e-12,"2","REEP3",0.054
"PLEKHA5",1.35762298238837e-16,0.843131681335166,0.102,0.055,2.64492109428902e-12,"2","PLEKHA5",0.047
"PPP1CA1",1.55956789794768e-16,0.359265194751789,0.394,0.298,3.03835017878168e-12,"2","PPP1CA",0.096
"RBL21",1.57919382252802e-16,0.319477946302171,0.474,0.375,3.07658540504908e-12,"2","RBL2",0.099
"FMN11",1.81426307811181e-16,0.98717569360896,0.083,0.042,3.53454732877742e-12,"2","FMN1",0.041
"ATP5PD",2.02126919375298e-16,0.410632608576137,0.356,0.267,3.93783664326956e-12,"2","ATP5PD",0.089
"OSTC",2.28056480622158e-16,0.463079928719637,0.274,0.195,4.44299635548089e-12,"2","OSTC",0.079
"ABCB11",2.37095389049647e-16,0.532672068928687,0.206,0.136,4.61909236946522e-12,"2","ABCB1",0.07
"POLR2J3.11",2.78820036888672e-16,0.244918498936432,0.587,0.478,5.43197195866511e-12,"2","POLR2J3.1",0.109
"RGS101",2.81686574352007e-16,0.365776950216164,0.387,0.295,5.48781784152581e-12,"2","RGS10",0.092
"NDUFA11",3.13626764783799e-16,0.418582500256951,0.329,0.244,6.11007663151796e-12,"2","NDUFA11",0.085
"SMAP1",3.3004875603087e-16,0.521545050827129,0.242,0.168,6.4300098649934e-12,"2","SMAP1",0.074
"ARRB2",3.4729905441904e-16,0.497407501172715,0.25,0.175,6.76608017819174e-12,"2","ARRB2",0.075
"SNX61",3.48344443959126e-16,0.359644730663308,0.424,0.331,6.78644645721168e-12,"2","SNX6",0.093
"CHCHD10",3.64872092942016e-16,0.48611000921809,0.256,0.179,7.10843811469635e-12,"2","CHCHD10",0.077
"PAXX",3.91458998321754e-16,0.369422862316147,0.393,0.302,7.62640420530442e-12,"2","PAXX",0.091
"UQCR101",4.03833947187893e-16,0.294311040488394,0.445,0.343,7.86749295911453e-12,"2","UQCR10",0.102
"AL133453.1",4.32054163788241e-16,0.580622354447884,0.188,0.123,8.41727921892252e-12,"2","AL133453.1",0.065
"LAIR1",4.52355485820696e-16,0.752321944132494,0.128,0.075,8.81278957475879e-12,"2","LAIR1",0.053
"DSTN",4.56643844616792e-16,0.334969895514087,0.317,0.228,8.89633538082434e-12,"2","DSTN",0.089
"CRBN",5.16256956349493e-16,0.419464325627125,0.288,0.207,1.00577180236008e-11,"2","CRBN",0.081
"GPRIN31",5.40891720630986e-16,0.287291376181991,0.458,0.356,1.05376525013329e-11,"2","GPRIN3",0.102
"PGLS",5.78271214576421e-16,0.526778678061952,0.226,0.154,1.12658798023778e-11,"2","PGLS",0.072
"ACE",9.88124842169768e-16,1.73537230241453,0.029,0.008,1.92506481751514e-11,"2","ACE",0.021
"POLR3GL",1.03814965983297e-15,0.488568244097341,0.262,0.186,2.02252316728659e-11,"2","POLR3GL",0.076
"ESYT1",1.08327094048122e-15,0.54403410259218,0.205,0.137,2.1104284462455e-11,"2","ESYT1",0.068
"ARL6IP5",1.13266872125625e-15,0.261945126649489,0.64,0.537,2.20666520275142e-11,"2","ARL6IP5",0.103
"CD53",1.25841872148703e-15,0.281072310280343,0.588,0.486,2.45165135320104e-11,"2","CD53",0.102
"IFI27L21",1.47829765183536e-15,0.415748964750846,0.291,0.211,2.88001948530565e-11,"2","IFI27L2",0.08
"DHRS7",1.57160622449449e-15,0.333368874690297,0.377,0.284,3.06180324656017e-11,"2","DHRS7",0.093
"TMEM106B",1.6894610961528e-15,0.576173707565274,0.187,0.123,3.29140810752488e-11,"2","TMEM106B",0.064
"ICAM31",1.73254051326388e-15,0.355884063614088,0.409,0.318,3.37533542794068e-11,"2","ICAM3",0.091
"TOMM20",1.80639078399994e-15,0.293986144324111,0.491,0.392,3.51921052538867e-11,"2","TOMM20",0.099
"SYNE2",1.94289141938006e-15,0.183424207134436,0.685,0.577,3.78514106323623e-11,"2","SYNE2",0.108
"SSB",2.09344764168595e-15,0.346619760938186,0.402,0.312,4.07845469553257e-11,"2","SSB",0.09
"COX8A1",2.19156453377949e-15,0.28328937398492,0.508,0.408,4.2696060247092e-11,"2","COX8A",0.1
"UQCRB",3.61369413060773e-15,0.167561748231763,0.876,0.818,7.04019890524998e-11,"2","UQCRB",0.0580000000000001
"KRTCAP21",3.77586314101805e-15,0.435185567360421,0.285,0.206,7.35613657133137e-11,"2","KRTCAP2",0.079
"TRAM11",4.83820390266532e-15,0.36687555852137,0.349,0.263,9.42578884317257e-11,"2","TRAM1",0.086
"SYTL2",5.79460863986047e-15,0.403706511560508,0.272,0.195,1.12890565521762e-10,"2","SYTL2",0.077
"RASGRF21",6.48524743118244e-15,0.814382834364497,0.093,0.05,1.26345590454296e-10,"2","RASGRF2",0.043
"PPP1R14B",6.60658284463463e-15,0.3924479473114,0.232,0.161,1.28709446979172e-10,"2","PPP1R14B",0.071
"TXNDC12",7.25284334968589e-15,0.537420854395509,0.195,0.13,1.41299894138581e-10,"2","TXNDC12",0.065
"PPARG",7.74241085894399e-15,2.08979742656617,0.021,0.005,1.50837648353947e-10,"2","PPARG",0.016
"C8orf59",8.39818199859528e-15,0.311196277813687,0.398,0.307,1.63613381696633e-10,"2","C8orf59",0.091
"SAMD12",8.41325803896901e-15,0.892225236115967,0.076,0.038,1.63907093115194e-10,"2","SAMD12",0.038
"TNFSF10",9.24191425863438e-15,0.436075683830554,0.236,0.165,1.80050973586715e-10,"2","TNFSF10",0.071
"CHRM3-AS21",9.31262220417861e-15,0.85716078281257,0.102,0.057,1.81428505781808e-10,"2","CHRM3-AS2",0.045
"ANP32B",1.16183351892021e-14,0.264680396210386,0.507,0.41,2.26348406156036e-10,"2","ANP32B",0.097
"COX5B",1.19604628716397e-14,0.292424361121773,0.459,0.364,2.33013737665285e-10,"2","COX5B",0.095
"ARHGDIB1",1.22374317659099e-14,0.174103336086956,0.827,0.743,2.38409645663457e-10,"2","ARHGDIB",0.084
"NDUFB31",1.28697263215087e-14,0.439962080485636,0.287,0.21,2.50728008195632e-10,"2","NDUFB3",0.077
"PSME21",1.34470514818073e-14,0.247116371484079,0.489,0.385,2.6197545696857e-10,"2","PSME2",0.104
"RWDD1",1.34726933044357e-14,0.349125427661634,0.369,0.284,2.62475010957016e-10,"2","RWDD1",0.085
"CYBA1",1.4258938448174e-14,0.166702380000333,0.806,0.709,2.77792638847326e-10,"2","CYBA",0.0970000000000001
"NRIP1",1.51542927357163e-14,0.79369215453325,0.133,0.082,2.95235931077225e-10,"2","NRIP1",0.051
"A2M-AS11",1.66632442143219e-14,0.587380836244979,0.171,0.111,3.2463332378342e-10,"2","A2M-AS1",0.06
"EVL1",1.72085925165269e-14,0.222071458464528,0.673,0.566,3.35257799406977e-10,"2","EVL",0.107
"TXN1",1.77889084497515e-14,0.273788868085704,0.407,0.316,3.46563514418059e-10,"2","TXN",0.091
"CREB3L2",1.96093194644202e-14,0.539707399039121,0.146,0.091,3.82028761805834e-10,"2","CREB3L2",0.055
"SERF21",2.13018650108612e-14,0.162417508833951,0.892,0.831,4.15002934141598e-10,"2","SERF2",0.0610000000000001
"NDUFB81",2.32484040743311e-14,0.324474203558292,0.39,0.302,4.52925408176119e-10,"2","NDUFB8",0.088
"BCL7C",2.60297559631195e-14,0.491845188716002,0.213,0.147,5.07111705673494e-10,"2","BCL7C",0.066
"ZNF2081",2.66764606847411e-14,1.19508354020977,0.052,0.023,5.19710807060126e-10,"2","ZNF208",0.029
"MCAM",3.271599557517e-14,1.31313930173148,0.046,0.019,6.37373025795463e-10,"2","MCAM",0.027
"PSMB1",3.29294652673482e-14,0.316191702835751,0.403,0.314,6.41531842338478e-10,"2","PSMB1",0.089
"NDUFB4",3.6023090160595e-14,0.312886286115102,0.393,0.306,7.01801842508712e-10,"2","NDUFB4",0.087
"EIF5A",3.93352775514119e-14,0.28855136549074,0.417,0.327,7.66329877256606e-10,"2","EIF5A",0.09
"ATP5MC31",4.35533789733487e-14,0.294489244623815,0.384,0.296,8.4850692915878e-10,"2","ATP5MC3",0.088
"CNBP",4.62286977561448e-14,0.251715899525999,0.525,0.425,9.00627489685214e-10,"2","CNBP",0.1
"PRNP",4.9732475284864e-14,0.49218250933038,0.188,0.126,9.6888808349972e-10,"2","PRNP",0.062
"METTL9",4.98932642427563e-14,0.411582625577471,0.278,0.204,9.72020573977379e-10,"2","METTL9",0.074
"SMDT1",5.03319226504528e-14,0.324753441948561,0.366,0.281,9.80566517076121e-10,"2","SMDT1",0.085
"NMRK11",5.25946782660968e-14,0.426777519487635,0.265,0.192,1.0246495219801e-09,"2","NMRK1",0.073
"RAC21",5.32734978871909e-14,0.215415456859959,0.706,0.61,1.03787428583825e-09,"2","RAC2",0.096
"SLFN51",5.45057139233108e-14,0.219025372057122,0.555,0.447,1.06188031865394e-09,"2","SLFN5",0.108
"TMSB10",5.51314803843093e-14,0.152855180823231,0.994,0.997,1.07407150084711e-09,"2","TMSB10",-0.003
"INPP4B1",5.8066021452629e-14,0.355527515529247,0.349,0.267,1.13124222994012e-09,"2","INPP4B",0.082
"STN1",6.95041634506019e-14,0.679213821746987,0.123,0.075,1.35408011234463e-09,"2","STN1",0.048
"NIFK",7.07433296855351e-14,0.437812498966797,0.262,0.19,1.37822154893359e-09,"2","NIFK",0.072
"C19orf70",7.21357913838905e-14,0.451497553298873,0.238,0.169,1.40534948774095e-09,"2","C19orf70",0.069
"ANKRD491",7.2436770898889e-14,0.456891273828363,0.222,0.155,1.41121317065216e-09,"2","ANKRD49",0.067
"RNF157",7.80206916008993e-14,0.74435905482249,0.119,0.071,1.51999911376872e-09,"2","RNF157",0.048
"RPS27L1",8.060738242166e-14,0.282837006846512,0.477,0.383,1.57039302433878e-09,"2","RPS27L",0.094
"ISCU",8.36989558006308e-14,0.358663018842972,0.367,0.285,1.63062305690789e-09,"2","ISCU",0.082
"PCNX1",8.62444063389114e-14,0.392573769225885,0.304,0.227,1.68021352429467e-09,"2","PCNX1",0.077
"TBC1D10C1",9.1638203654935e-14,0.354825011126375,0.397,0.317,1.78529548360544e-09,"2","TBC1D10C",0.08
"SNRPF",1.04989615988235e-13,0.26731786951985,0.424,0.332,2.0454076986828e-09,"2","SNRPF",0.092
"EIF3M",1.05051857174693e-13,0.340391089759386,0.384,0.301,2.04662028147736e-09,"2","EIF3M",0.083
"TMEM230",1.33776009526038e-13,0.407507492557317,0.287,0.214,2.60622421758626e-09,"2","TMEM230",0.073
"ARHGDIA1",1.37055155586984e-13,0.310499419858775,0.416,0.329,2.67010854114563e-09,"2","ARHGDIA",0.087
"M6PR1",1.38013916814816e-13,0.387643433669804,0.298,0.222,2.68878712738624e-09,"2","M6PR",0.076
"PLXND1",1.62518851442757e-13,0.804879902833924,0.091,0.051,3.1661922638078e-09,"2","PLXND1",0.04
"MAF",1.79081924185584e-13,0.247969745796892,0.397,0.306,3.48887404698354e-09,"2","MAF",0.091
"STMN31",1.90009310543754e-13,0.706547884305774,0.107,0.063,3.70176138801342e-09,"2","STMN3",0.044
"PLEKHG3",2.09247790289889e-13,0.995126256847501,0.054,0.025,4.07656545042763e-09,"2","PLEKHG3",0.029
"FAM162A",2.26466031896067e-13,0.478202779331404,0.202,0.14,4.41201123339918e-09,"2","FAM162A",0.062
"ATP5PF1",2.7626787283913e-13,0.281597944040889,0.441,0.353,5.38225069865193e-09,"2","ATP5PF",0.088
"HOPX",2.8645753773782e-13,0.245046675831446,0.299,0.219,5.58076575020821e-09,"2","HOPX",0.08
"MYH91",2.9364715498734e-13,0.236340437147463,0.607,0.507,5.72083387346336e-09,"2","MYH9",0.1
"PAK21",3.04515509587931e-13,0.287609319756412,0.492,0.403,5.93257115779208e-09,"2","PAK2",0.089
"TNFSF81",3.1473098770563e-13,0.746098709007586,0.091,0.051,6.13158910248108e-09,"2","TNFSF8",0.04
"PLEKHO1",3.55614749697483e-13,0.436891855221603,0.212,0.148,6.92808655360636e-09,"2","PLEKHO1",0.064
"NPC2",3.59135913704353e-13,0.501236615188975,0.175,0.117,6.9966858707882e-09,"2","NPC2",0.058
"CLIC11",3.59882827103412e-13,0.215902011717322,0.672,0.574,7.01123723762868e-09,"2","CLIC1",0.0980000000000001
"GDPD5",3.7428039107172e-13,1.22224772258982,0.042,0.017,7.29173057885926e-09,"2","GDPD5",0.025
"ZNF302",3.78323741866215e-13,0.531573709499245,0.15,0.097,7.37050313903759e-09,"2","ZNF302",0.053
"PSIP1",4.05000295689389e-13,0.261894509579393,0.44,0.348,7.89021576062067e-09,"2","PSIP1",0.092
"C16orf54",4.16871095114045e-13,0.467706996070686,0.222,0.158,8.12148267501182e-09,"2","C16orf54",0.064
"SEC11C",4.22134776361032e-13,0.413012145472272,0.255,0.186,8.22402971306562e-09,"2","SEC11C",0.069
"PHPT1",4.32693519195421e-13,0.411718175175993,0.242,0.173,8.42973514096520e-09,"2","PHPT1",0.069
"ERP291",5.0892334751693e-13,0.287617580230048,0.437,0.35,9.91484465632483e-09,"2","ERP29",0.087
"SNRPD2",5.28561465823428e-13,0.241027619006069,0.563,0.466,1.0297434477172e-08,"2","SNRPD2",0.0969999999999999
"PRDM1",5.61143643273669e-13,0.272157368036436,0.345,0.258,1.09322004582576e-08,"2","PRDM1",0.087
"SSR3",5.79473676385787e-13,0.387229883361317,0.271,0.2,1.12893061633479e-08,"2","SSR3",0.071
"SSR2",5.87874367842869e-13,0.272089076710706,0.529,0.442,1.14529684343148e-08,"2","SSR2",0.087
"ZNF33B",7.1099932971851e-13,0.644385382151301,0.133,0.084,1.3851688941576e-08,"2","ZNF33B",0.049
"LGALS1",7.30234337714185e-13,0.415137216146621,0.381,0.3,1.42264253673478e-08,"2","LGALS1",0.081
"AES",8.48193457631651e-13,0.230156932267698,0.623,0.534,1.65245049415798e-08,"2","AES",0.089
"TMEM30A",1.04230228513552e-12,0.431955319625377,0.21,0.147,2.03061331190103e-08,"2","TMEM30A",0.063
"PCNX2",1.1682381540366e-12,0.49279197051754,0.183,0.125,2.27596157169411e-08,"2","PCNX2",0.058
"SEPT12",1.17160651164827e-12,0.319184122198713,0.367,0.288,2.28252380599316e-08,"2","SEPT1",0.079
"N4BP2L21",1.17297011011298e-12,0.174404211558911,0.756,0.67,2.28518036852211e-08,"2","N4BP2L2",0.086
"LIX1L",1.23179771994998e-12,0.508102500035896,0.169,0.114,2.39978831800654e-08,"2","LIX1L",0.055
"MRPL41",1.34526079920962e-12,0.41817304981808,0.274,0.205,2.62083708902018e-08,"2","MRPL41",0.069
"VPS281",1.3583052579468e-12,0.339090036858823,0.359,0.281,2.64625030353195e-08,"2","VPS28",0.078
"TRAF3IP31",1.42648799729288e-12,0.290572234091691,0.425,0.339,2.77908391632598e-08,"2","TRAF3IP3",0.086
"SEC62",1.44216301892128e-12,0.237095110976859,0.569,0.475,2.80962199346245e-08,"2","SEC62",0.094
"NDUFB2",1.50293427930978e-12,0.266111682220823,0.445,0.356,2.92801656295132e-08,"2","NDUFB2",0.089
"ARL3",1.58306830675025e-12,0.755664472616054,0.101,0.06,3.08413367521084e-08,"2","ARL3",0.041
"NEDD81",1.64784152123519e-12,0.309192434819375,0.412,0.33,3.2103248516704e-08,"2","NEDD8",0.082
"PHTF2",1.70028260291008e-12,0.472981852942273,0.211,0.15,3.31249056698942e-08,"2","PHTF2",0.061
"LCP11",1.73670264363759e-12,0.134291221267551,0.836,0.738,3.38344409033475e-08,"2","LCP1",0.098
"LFNG",1.77074376564188e-12,0.532467048435096,0.169,0.114,3.44976300422351e-08,"2","LFNG",0.055
"TPBG",1.85941791808742e-12,1.89810180245264,0.019,0.005,3.62251798801791e-08,"2","TPBG",0.014
"PPA1",1.8778546600795e-12,0.349835791333211,0.3,0.227,3.65843644876688e-08,"2","PPA1",0.073
"DMAC1",1.88510155333025e-12,0.516520136172093,0.173,0.118,3.67255484619799e-08,"2","DMAC1",0.055
"EIF3F",1.93172600647565e-12,0.25126320562138,0.518,0.43,3.76338860581586e-08,"2","EIF3F",0.088
"ZNF33A",2.02083679629024e-12,0.400749725718472,0.23,0.165,3.93699424653265e-08,"2","ZNF33A",0.065
"RNASET21",2.06047990473804e-12,0.298487749414061,0.362,0.282,4.01422695041064e-08,"2","RNASET2",0.08
"S1PR4",2.10369198275029e-12,0.513589170187251,0.167,0.113,4.09841272079411e-08,"2","S1PR4",0.054
"UCP2",2.1893718515604e-12,0.369496675762488,0.321,0.246,4.26533424120997e-08,"2","UCP2",0.075
"FAM107B",2.20863486194784e-12,0.213680882995486,0.561,0.467,4.30286243804678e-08,"2","FAM107B",0.094
"LAMTOR4",2.34028148294767e-12,0.290168081520972,0.393,0.312,4.55933638507865e-08,"2","LAMTOR4",0.081
"GLO1",2.78250343879233e-12,0.53295495031016,0.165,0.111,5.42087319945521e-08,"2","GLO1",0.054
"C19orf53",2.97614922051901e-12,0.292715075680033,0.416,0.335,5.79813391141513e-08,"2","C19orf53",0.081
"AC020571.1",3.02182950264305e-12,1.03262146776375,0.054,0.026,5.88712823704918e-08,"2","AC020571.1",0.028
"TAGLN2",3.17474431594572e-12,0.232874886734567,0.488,0.393,6.18503687632545e-08,"2","TAGLN2",0.095
"MT-ND4L",3.47103430972157e-12,0.184890761654289,0.854,0.823,6.76226904219957e-08,"2","MT-ND4L",0.031
"GBP31",3.52358697531589e-12,0.499879413549001,0.163,0.109,6.86465214531042e-08,"2","GBP3",0.054
"EIF3H",3.64584399835971e-12,0.274208562293886,0.472,0.385,7.10283327760438e-08,"2","EIF3H",0.087
"C1orf56",3.68421915553712e-12,0.390445027898929,0.354,0.281,7.17759575881741e-08,"2","C1orf56",0.073
"JAGN1",3.74212608481051e-12,0.7273074457319,0.103,0.062,7.29041003842784e-08,"2","JAGN1",0.041
"CACNA2D4",4.07214064258632e-12,1.23618691354769,0.04,0.017,7.93334439988667e-08,"2","CACNA2D4",0.023
"SUSD3",4.27723007825488e-12,0.508693205994247,0.151,0.1,8.33289963845616e-08,"2","SUSD3",0.051
"TMEM71",4.51885535695537e-12,0.492400693847396,0.185,0.129,8.80363400642045e-08,"2","TMEM71",0.056
"EID1",4.94605368919803e-12,0.250442439070146,0.44,0.354,9.6359017972956e-08,"2","EID1",0.086
"LYSMD21",5.37634879867659e-12,0.507226353847782,0.179,0.124,1.04742027295817e-07,"2","LYSMD2",0.055
"PHB2",5.47623383655666e-12,0.406102854124567,0.252,0.187,1.06687987603797e-07,"2","PHB2",0.065
"DPP7",5.73726147302846e-12,0.328163392443421,0.311,0.237,1.11773328017541e-07,"2","DPP7",0.074
"GALNT10",5.80307393792868e-12,0.49085189323406,0.164,0.111,1.13055486458727e-07,"2","GALNT10",0.053
"ERO1A",5.81961037694571e-12,0.424337844332638,0.203,0.143,1.13377649363656e-07,"2","ERO1A",0.06
"AC243960.11",5.86184555870671e-12,0.31110439505976,0.344,0.269,1.14200475174724e-07,"2","AC243960.1",0.075
"PRR13",5.9345956642144e-12,0.268892388642312,0.416,0.333,1.15617792730225e-07,"2","PRR13",0.083
"CARD8",6.36034953946289e-12,0.359564519051386,0.301,0.23,1.23912329727816e-07,"2","CARD8",0.071
"ATP5MC1",6.52780195897181e-12,0.392717801077538,0.247,0.182,1.27174637764689e-07,"2","ATP5MC1",0.065
"CD47",6.57324784850318e-12,0.232748677447269,0.464,0.373,1.28060014584539e-07,"2","CD47",0.091
"PBX4",6.63635489505159e-12,0.609948263708368,0.118,0.074,1.29289466065395e-07,"2","PBX4",0.044
"SMAD3",6.8824298704515e-12,0.503910964164462,0.149,0.098,1.34083498736136e-07,"2","SMAD3",0.051
"UBE2G2",7.67240220618965e-12,0.330272048096405,0.281,0.211,1.49473739780987e-07,"2","UBE2G2",0.07
"DEK1",7.71803496120526e-12,0.15641994587038,0.613,0.515,1.50362757114201e-07,"2","DEK",0.098
"RIPOR21",7.84196893229666e-12,0.240807713735573,0.423,0.34,1.52777238739004e-07,"2","RIPOR2",0.083
"ENO1",8.30380317292646e-12,0.165578953839668,0.514,0.423,1.61774693414953e-07,"2","ENO1",0.091
"KRT10",8.50402375715336e-12,0.298293751629805,0.357,0.28,1.65675390836862e-07,"2","KRT10",0.077
"ZBTB16",8.52686209489754e-12,0.852721898948627,0.074,0.04,1.66120327332794e-07,"2","ZBTB16",0.034
"MMD",8.71573132028908e-12,0.842720458507959,0.077,0.042,1.69799877581872e-07,"2","MMD",0.035
"HIGD2A",8.77194341160265e-12,0.32263490091319,0.367,0.292,1.70895001544843e-07,"2","HIGD2A",0.075
"AGO4",8.94647850353138e-12,0.710569647903892,0.106,0.065,1.74295294205798e-07,"2","AGO4",0.041
"RAB6B",9.41234888787408e-12,2.07420057151515,0.018,0.005,1.83371381033563e-07,"2","RAB6B",0.013
"CAMTA1",9.81465992122043e-12,0.5584475386689,0.165,0.112,1.91209204585216e-07,"2","CAMTA1",0.053
"ERGIC3",1.09341047768581e-11,0.49773939922991,0.177,0.122,2.1301822926275e-07,"2","ERGIC3",0.055
"NSA2",1.10578372391192e-11,0.2223709040374,0.555,0.459,2.15428785092521e-07,"2","NSA2",0.096
"LINC015501",1.19849855872888e-11,0.663980088534081,0.121,0.077,2.3349148921156e-07,"2","LINC01550",0.044
"BTF3L4",1.32742257254547e-11,0.488574653782058,0.182,0.127,2.58608465583308e-07,"2","BTF3L4",0.055
"PRMT2",1.41274565766201e-11,0.260525525336643,0.464,0.379,2.75231109025713e-07,"2","PRMT2",0.085
"C1QBP",1.47165392893695e-11,0.331116733235624,0.278,0.21,2.86707618435497e-07,"2","C1QBP",0.068
"TNFSF141",1.53427701535701e-11,0.443471170079159,0.188,0.132,2.98907848131853e-07,"2","TNFSF14",0.056
"ITGB7",1.55745495820859e-11,0.429052555483297,0.2,0.142,3.03423374958198e-07,"2","ITGB7",0.058
"REEP51",1.57542554468444e-11,0.331976230398278,0.317,0.245,3.06924404615423e-07,"2","REEP5",0.072
"BCAP31",1.69929771475596e-11,0.361817632012501,0.27,0.203,3.31057180788756e-07,"2","BCAP31",0.067
"ADD3",1.83171351078438e-11,0.260244353299354,0.401,0.321,3.56854426171013e-07,"2","ADD3",0.08
"MTX3",1.9218934359001e-11,0.661406882695692,0.105,0.064,3.74423279182058e-07,"2","MTX3",0.041
"ANXA2R1",2.21885927562161e-11,0.480573318311684,0.188,0.132,4.32278164076602e-07,"2","ANXA2R",0.056
"STK24",2.24731707381318e-11,0.429956667350861,0.245,0.183,4.37822312320284e-07,"2","STK24",0.062
"UBXN11",2.26083709911531e-11,0.816488036898984,0.077,0.043,4.40456283649644e-07,"2","UBXN11",0.034
"SPN",2.86259779676135e-11,0.211467883836574,0.4,0.315,5.57691302765046e-07,"2","SPN",0.085
"SEPT6",3.1304838944791e-11,0.202224566050075,0.528,0.435,6.09880872322418e-07,"2","SEPT6",0.093
"AC013264.11",3.18715268221574e-11,0.952894275293016,0.065,0.035,6.20921085549271e-07,"2","AC013264.1",0.03
"VEGFB",3.21114392154584e-11,0.559413711593786,0.157,0.107,6.25595058795561e-07,"2","VEGFB",0.05
"MID1IP11",3.52787453255065e-11,0.565366952608691,0.133,0.087,6.87300516431517e-07,"2","MID1IP1",0.046
