"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"S100A42",6.1638418220838e-13,0.321055572651267,0.905,0.795,1.20083966377837e-08,"5","S100A4",0.11
"TRBV6-6",6.37330009147899e-13,4.29556719829347,0.012,0.001,1.24164632382194e-08,"5","TRBV6-6",0.011
"DRAIC1",6.59275480798703e-13,1.75827113120263,0.079,0.025,1.28440049169203e-08,"5","DRAIC",0.054
"RAB11FIP11",7.65197713757663e-13,0.830288974325593,0.384,0.251,1.49075818594268e-08,"5","RAB11FIP1",0.133
"BCAT1",8.50141237017977e-13,2.67246956868555,0.036,0.007,1.65624515795842e-08,"5","BCAT1",0.029
"PRR111",8.62922489812229e-13,2.03449430879297,0.063,0.018,1.68114559465219e-08,"5","PRR11",0.045
"DDX601",9.07161544665541e-13,1.13242072948222,0.218,0.116,1.76733212131741e-08,"5","DDX60",0.102
"IRF41",1.11209807131089e-12,1.15700636776049,0.196,0.098,2.16658946252788e-08,"5","IRF4",0.098
"HLA-B2",1.1168018598149e-12,0.233387266775886,0.998,0.999,2.17575338329139e-08,"5","HLA-B",-0.001
"IGFBP41",1.12828241803622e-12,1.55765277473372,0.091,0.032,2.19811980681817e-08,"5","IGFBP4",0.059
"ITPRIPL21",1.18256635695613e-12,1.48724043716854,0.089,0.031,2.30387577662194e-08,"5","ITPRIPL2",0.058
"SOX41",1.20437370384614e-12,1.53867734321886,0.113,0.045,2.34636084983305e-08,"5","SOX4",0.068
"TAB2",1.26489669586199e-12,1.14176186221444,0.277,0.165,2.46427174287834e-08,"5","TAB2",0.112
"CCDC167",1.30344352741299e-12,1.29593678841741,0.174,0.084,2.53936868010599e-08,"5","CCDC167",0.09
"MSN4",1.64267583741669e-12,0.640692530274284,0.618,0.52,3.2002610664552e-08,"5","MSN",0.098
"TSPAN81",1.77617941163068e-12,1.93388139416838,0.053,0.013,3.46035272973888e-08,"5","TSPAN8",0.04
"AKAP52",2.24802658182327e-12,1.30638869154699,0.158,0.074,4.3796053867081e-08,"5","AKAP5",0.084
"CIP2A1",2.30734656377911e-12,1.92534354636533,0.069,0.021,4.49517257555446e-08,"5","CIP2A",0.048
"S100P1",2.38265608051509e-12,1.6013060550815,0.077,0.025,4.6418905760595e-08,"5","S100P",0.052
"TNFRSF91",2.39892498520137e-12,1.55640404842302,0.156,0.072,4.67358565616931e-08,"5","TNFRSF9",0.084
"NBL12",2.43031906575374e-12,1.54858489421535,0.095,0.035,4.73474760390143e-08,"5","NBL1",0.06
"FYB11",2.47918529636374e-12,0.46229130781994,0.867,0.821,4.82994879437584e-08,"5","FYB1",0.046
"LINC01943",2.62618706354906e-12,1.19391147286819,0.166,0.079,5.11633763720627e-08,"5","LINC01943",0.087
"PON3",2.67889240503073e-12,4.29556719829347,0.01,0.001,5.21901818348086e-08,"5","PON3",0.009
"LINC02357",2.67889240503073e-12,4.29556719829347,0.01,0.001,5.21901818348086e-08,"5","LINC02357",0.009
"AURKB",2.72060172667214e-12,2.14425787501851,0.044,0.01,5.30027628390267e-08,"5","AURKB",0.034
"GABRP1",2.83390846054538e-12,1.81060048754904,0.046,0.011,5.52102046283451e-08,"5","GABRP",0.035
"BIRC52",3.21386351196999e-12,2.25437551097336,0.051,0.013,6.26124889401993e-08,"5","BIRC5",0.038
"OAZ12",3.36725929949281e-12,0.413569233629556,0.853,0.815,6.5600945672719e-08,"5","OAZ1",0.038
"TYMP",3.65215976973157e-12,0.821780286679105,0.368,0.241,7.11513766339105e-08,"5","TYMP",0.127
"REEP2",3.79262209163218e-12,3.30850625400097,0.02,0.002,7.38878635891781e-08,"5","REEP2",0.018
"CHGB",4.18980610437099e-12,4.33209307431859,0.012,0.001,8.16258025253555e-08,"5","CHGB",0.011
"CKLF4",4.38268527671392e-12,0.807358968708962,0.473,0.355,8.53834745609405e-08,"5","CKLF",0.118
"PSMD142",4.41388989505237e-12,0.892887572658471,0.301,0.183,8.59914029354103e-08,"5","PSMD14",0.118
"CD382",4.62057054012055e-12,1.29169796631442,0.156,0.072,9.00179552626286e-08,"5","CD38",0.084
"NDUFB13",4.6895308381368e-12,0.764057901612007,0.432,0.311,9.13614397885812e-08,"5","NDUFB1",0.121
"ATP9A2",4.8266546479485e-12,2.29556719829347,0.04,0.009,9.40328858513326e-08,"5","ATP9A",0.031
"PRR34-AS1",4.94859496153376e-12,1.4912110198657,0.123,0.052,9.64085270406007e-08,"5","PRR34-AS1",0.071
"SQOR2",5.25085920980603e-12,1.18488140022584,0.182,0.091,1.02297239125441e-07,"5","SQOR",0.091
"TRIM131",5.58487662068947e-12,0.948255881928187,0.279,0.167,1.08804566324272e-07,"5","TRIM13",0.112
"UBL53",5.73729194001668e-12,0.531887837376416,0.651,0.565,1.11773921575405e-07,"5","UBL5",0.0860000000000001
"SYT112",6.1828822989818e-12,1.01336208886348,0.212,0.112,1.20454912948763e-07,"5","SYT11",0.1
"CALD11",6.22653160501476e-12,2.44911245654693,0.044,0.01,1.21305288728897e-07,"5","CALD1",0.034
"ANKRD352",6.78561505132208e-12,2.03720423218358,0.048,0.012,1.32197352429857e-07,"5","ANKRD35",0.036
"FN11",6.92742328995973e-12,1.90324977551471,0.075,0.024,1.34960060534995e-07,"5","FN1",0.051
"RNF2132",7.55824118802865e-12,0.596153971676593,0.784,0.729,1.47249654825174e-07,"5","RNF213",0.055
"KIF4A",8.06984836482169e-12,2.45280694010467,0.034,0.007,1.57216785843456e-07,"5","KIF4A",0.027
"DAPK21",9.01702680338036e-12,1.44194574254464,0.115,0.047,1.75669716183456e-07,"5","DAPK2",0.068
"EBI3",9.5521455296961e-12,2.94979236145174,0.024,0.004,1.86094899209539e-07,"5","EBI3",0.02
"C16orf451",1.02207085220942e-11,2.10970065298214,0.048,0.012,1.99119843427439e-07,"5","C16orf45",0.036
"SOD11",1.03045910536167e-11,0.572892492513317,0.62,0.542,2.0075404290656e-07,"5","SOD1",0.078
"SUSD61",1.09574482148505e-11,1.04740678549659,0.234,0.132,2.13473006121718e-07,"5","SUSD6",0.102
"SUB12",1.15172441204298e-11,0.507522732145335,0.703,0.637,2.24378949954213e-07,"5","SUB1",0.0659999999999999
"SEC11A3",1.18261766050586e-11,0.763198942225084,0.41,0.29,2.30397572619751e-07,"5","SEC11A",0.12
"KRT181",1.18520095784838e-11,1.35012336191556,0.125,0.054,2.30900850608021e-07,"5","KRT18",0.071
"HMMR1",1.20275789232476e-11,2.41905025172847,0.048,0.012,2.3432129258271e-07,"5","HMMR",0.036
"PAPSS11",1.49977481251307e-11,1.45702176708309,0.107,0.043,2.92186128973797e-07,"5","PAPSS1",0.064
"RDX1",1.52460940582452e-11,1.10866911824745,0.222,0.123,2.97024404442733e-07,"5","RDX",0.099
"MCL11",1.54730311271768e-11,0.428388116307808,0.745,0.68,3.01445592419658e-07,"5","MCL1",0.0649999999999999
"FAM111B1",1.56341706121277e-11,2.15260924445143,0.04,0.009,3.04584911865472e-07,"5","FAM111B",0.031
"SNRPF1",1.58920265111666e-11,0.719602332440605,0.463,0.343,3.09608460490547e-07,"5","SNRPF",0.12
"HIF1A1",1.61827541322546e-11,0.888210376050571,0.38,0.26,3.15272416004585e-07,"5","HIF1A",0.12
"RPS27L2",1.7441824942515e-11,0.576748950837526,0.513,0.393,3.39801633530076e-07,"5","RPS27L",0.12
"MCM101",1.77233048738555e-11,2.25809249287481,0.032,0.006,3.45285425552454e-07,"5","MCM10",0.026
"CENPU",1.92390432275416e-11,1.79549359515883,0.059,0.017,3.74815040158966e-07,"5","CENPU",0.042
"LINC013581",2.10905762559023e-11,2.21584000582274,0.038,0.008,4.10886606617488e-07,"5","LINC01358",0.03
"TIMELESS1",2.21468412578105e-11,1.88463409734736,0.055,0.015,4.31464761384665e-07,"5","TIMELESS",0.04
"CDCA81",2.22847762451171e-11,1.91037420994809,0.046,0.012,4.34152010807372e-07,"5","CDCA8",0.034
"EIF3J1",2.25217154712405e-11,0.919278631093803,0.42,0.312,4.38768060810708e-07,"5","EIF3J",0.108
"HLA-C2",2.35907187985462e-11,0.253970626914372,0.986,0.963,4.59594383633276e-07,"5","HLA-C",0.023
"NABP2",2.46847841503103e-11,1.36174827527795,0.115,0.048,4.80908964816345e-07,"5","NABP2",0.067
"SLC27A21",2.60864109613115e-11,1.7333247740724,0.077,0.026,5.0821545834827e-07,"5","SLC27A2",0.051
"DNAJC82",2.68327293001666e-11,0.665448255849553,0.436,0.313,5.22755232225845e-07,"5","DNAJC8",0.123
"TSPAN17",2.74319538481646e-11,1.41292414893163,0.095,0.036,5.34429324869943e-07,"5","TSPAN17",0.059
"HIVEP1",2.88263989872102e-11,1.0492561500508,0.206,0.111,5.61595905068829e-07,"5","HIVEP1",0.095
"MUC11",3.06258087774132e-11,1.58774794978678,0.069,0.022,5.96652006601563e-07,"5","MUC1",0.047
"GPRC5A1",3.59524897638896e-11,1.77031094369658,0.057,0.016,7.00426405580097e-07,"5","GPRC5A",0.041
"MT1E2",3.82358350433901e-11,1.29796729041396,0.129,0.058,7.44910538315326e-07,"5","MT1E",0.071
"CMPK21",4.44903282750023e-11,2.25117307893502,0.048,0.013,8.66760575453595e-07,"5","CMPK2",0.035
"CRNDE",5.40359881046597e-11,3.04075329926465,0.018,0.002,1.05272912025498e-06,"5","CRNDE",0.016
"ZFP36L22",5.92632451079767e-11,0.39649312361084,0.913,0.885,1.1545665411936e-06,"5","ZFP36L2",0.028
"TMA72",5.95185810041229e-11,0.32597629308324,0.881,0.834,1.15954099512232e-06,"5","TMA7",0.047
"SKA22",6.65969586420853e-11,1.05448974011844,0.218,0.122,1.29744194826511e-06,"5","SKA2",0.096
"GTSE12",6.66098076724429e-11,1.90324977551471,0.051,0.014,1.29769227307453e-06,"5","GTSE1",0.037
"NCAPH",6.8994439611993e-11,1.99361380316738,0.057,0.017,1.34414967252085e-06,"5","NCAPH",0.04
"DCN1",7.40380733806492e-11,2.31205532108204,0.04,0.01,1.44240974560181e-06,"5","DCN",0.03
"GRAMD1B1",7.63644702499898e-11,1.2294780078357,0.127,0.057,1.4877326094103e-06,"5","GRAMD1B",0.07
"TMCO12",7.77450861084078e-11,0.710604697572316,0.446,0.33,1.514629767564e-06,"5","TMCO1",0.116
"SPOCK22",7.85014540427637e-11,0.625653895334515,0.519,0.421,1.52936532766112e-06,"5","SPOCK2",0.098
"KNL11",7.99215028372856e-11,1.97880080852189,0.069,0.023,1.557030718276e-06,"5","KNL1",0.046
"PRKAR1A2",8.89415795129269e-11,0.794361102976135,0.422,0.308,1.73275985207084e-06,"5","PRKAR1A",0.114
"ITGB12",1.02247518388403e-10,0.598232436089144,0.566,0.458,1.99198615324287e-06,"5","ITGB1",0.108
"CCNA21",1.02431779767504e-10,2.15145138320077,0.057,0.017,1.99557593343052e-06,"5","CCNA2",0.04
"ISG201",1.04674142794685e-10,0.927261603033659,0.446,0.347,2.03926164992606e-06,"5","ISG20",0.099
"UBE2L61",1.16868944305424e-10,1.03568980357512,0.259,0.158,2.27684077295826e-06,"5","UBE2L6",0.101
"UBE2T1",1.17330749971963e-10,1.8468506053418,0.065,0.021,2.28583767095379e-06,"5","UBE2T",0.044
"AC007240.1",1.17485752172698e-10,2.71060469757232,0.022,0.003,2.28885742382851e-06,"5","AC007240.1",0.019
"NCDN1",1.24931359882606e-10,1.95470937487126,0.071,0.024,2.43391275323294e-06,"5","NCDN",0.047
"SGMS2",1.38024328600066e-10,2.7963345715982,0.02,0.003,2.68898996978648e-06,"5","SGMS2",0.017
"SNRPG",1.45501190237479e-10,0.724421334690944,0.451,0.345,2.83465418820656e-06,"5","SNRPG",0.106
"CD742",1.51406206586542e-10,0.50901287848397,0.634,0.553,2.94969571671902e-06,"5","CD74",0.081
"CD241",1.52100541629982e-10,1.43532669598378,0.069,0.023,2.96322275203531e-06,"5","CD24",0.046
"STAM1",1.53695502748217e-10,0.986785209852963,0.176,0.091,2.99429578454076e-06,"5","STAM",0.085
"ARNTL2",1.55160680013705e-10,2.40682394939521,0.028,0.005,3.022840368027e-06,"5","ARNTL2",0.023
"SGPP2",1.61159209249198e-10,1.6547514628388,0.065,0.021,3.13970371459288e-06,"5","SGPP2",0.044
"ANLN1",1.64616243014899e-10,2.05525286895976,0.034,0.007,3.20705364641626e-06,"5","ANLN",0.027
"DUSP52",1.70173549681595e-10,0.846850605341796,0.327,0.219,3.31532109489684e-06,"5","DUSP5",0.108
"PDE3B2",1.82648023753652e-10,0.823565555567353,0.382,0.267,3.55834879876864e-06,"5","PDE3B",0.115
"FURIN2",1.88811862914476e-10,1.16948928134131,0.141,0.068,3.67843271329981e-06,"5","FURIN",0.073
"DTL",1.94120967232584e-10,2.1361345706688,0.038,0.009,3.78186468362519e-06,"5","DTL",0.029
"DHFR2",2.08660386802387e-10,1.47589901479702,0.101,0.042,4.06512165568411e-06,"5","DHFR",0.059
"PHPT11",2.14384819899954e-10,0.866387907163997,0.287,0.18,4.1766450612909e-06,"5","PHPT1",0.107
"LAYN",2.16899245368147e-10,1.54067969613,0.065,0.021,4.22563109826224e-06,"5","LAYN",0.044
"PKMYT12",2.23422399986562e-10,2.40479626804823,0.03,0.006,4.3527151965382e-06,"5","PKMYT1",0.024
"RHOH",2.33344048691051e-10,0.721237990625269,0.416,0.302,4.54600875659906e-06,"5","RHOH",0.114
"MTUS11",2.59830623369005e-10,2.18936779446155,0.042,0.011,5.06202020447496e-06,"5","MTUS1",0.031
"TSPAN21",2.70670130341885e-10,1.69913951107886,0.073,0.026,5.2731954793206e-06,"5","TSPAN2",0.047
"METTL8",2.80682836091991e-10,1.18827318512156,0.147,0.072,5.46826301274417e-06,"5","METTL8",0.075
"IL322",3.23991345880681e-10,0.336104766409142,0.947,0.9,6.31199940044743e-06,"5","IL32",0.0469999999999999
"LINC00513",3.55122346685404e-10,0.869001568712101,0.277,0.173,6.91849355812504e-06,"5","LINC00513",0.104
"TPM43",3.58159893648011e-10,0.708142059635713,0.446,0.336,6.97767104805055e-06,"5","TPM4",0.11
"DIAPH3",3.82869053795391e-10,2.11156701163944,0.032,0.007,7.4590549060418e-06,"5","DIAPH3",0.025
"SOX5",3.88818392144548e-10,3.71060469757232,0.012,0.001,7.57495991576008e-06,"5","SOX5",0.011
"NIPAL4",3.91912574116681e-10,3.51795961962992,0.012,0.001,7.63524076894118e-06,"5","NIPAL4",0.011
"SIRPG2",4.14479597840069e-10,1.0706008332932,0.206,0.117,8.07489152512023e-06,"5","SIRPG",0.089
"B4GALT53",4.18851477941544e-10,1.09589485345711,0.162,0.083,8.16006449325716e-06,"5","B4GALT5",0.079
"ATP11A",4.39059227215236e-10,1.42520247871007,0.113,0.05,8.55375186460723e-06,"5","ATP11A",0.063
"ZC2HC1A1",4.62677836296343e-10,1.64212495968955,0.057,0.018,9.01388960672536e-06,"5","ZC2HC1A",0.039
"NMT12",4.66951970922767e-10,0.791702110670954,0.372,0.262,9.09715829751735e-06,"5","NMT1",0.11
"DEPDC1B",4.70553032234632e-10,2.36380193404592,0.034,0.008,9.1673141739951e-06,"5","DEPDC1B",0.026
"TSPAN11",4.7205269566364e-10,2.25117307893502,0.026,0.005,9.19653061691904e-06,"5","TSPAN1",0.021
"ESPL1",4.85501669164487e-10,2.90324977551471,0.018,0.002,9.45854351866254e-06,"5","ESPL1",0.016
"C4orf481",4.91526949027441e-10,0.892785939682391,0.236,0.14,9.57592802095261e-06,"5","C4orf48",0.096
"TP73",5.46915770946417e-10,2.64021536968092,0.024,0.004,1.06550130495781e-05,"5","TP73",0.02
"TRAK11",5.60718078975977e-10,1.37166062566935,0.097,0.04,1.092390961461e-05,"5","TRAK1",0.057
"ETV11",5.66226802986792e-10,2.36891334786352,0.036,0.009,1.10312305757887e-05,"5","ETV1",0.027
"PTTG11",5.70103879996581e-10,1.15601584589468,0.238,0.144,1.11067637900934e-05,"5","PTTG1",0.094
"SP1002",5.76491299620504e-10,0.682870374794046,0.556,0.475,1.12312034992067e-05,"5","SP100",0.0810000000000001
"TXNDC171",6.10453990160876e-10,0.81425489324095,0.259,0.157,1.18928646363142e-05,"5","TXNDC17",0.102
"CD86",6.81308564633809e-10,2.65749336111275,0.026,0.005,1.32732534561959e-05,"5","CD86",0.021
"EIF5B1",7.19686850087565e-10,0.572010907350022,0.509,0.39,1.40209392134059e-05,"5","EIF5B",0.119
"CYTOR1",7.29700994294666e-10,0.610687765079598,0.463,0.35,1.42160347708487e-05,"5","CYTOR",0.113
"PPP4R2",7.75681030679667e-10,0.830898931290028,0.333,0.227,1.51118178397013e-05,"5","PPP4R2",0.106
"LGALS32",9.43781647397785e-10,0.768295982839072,0.271,0.169,1.83867540546037e-05,"5","LGALS3",0.102
"ENO12",9.58897117777894e-10,0.631175859986502,0.529,0.434,1.86812336485489e-05,"5","ENO1",0.095
"PSMB93",9.92253118625553e-10,0.557761295642003,0.58,0.479,1.9331075257063e-05,"5","PSMB9",0.101
"HASPIN1",1.02897396915062e-09,2.05109524348611,0.036,0.009,2.00464708669923e-05,"5","HASPIN",0.027
"CCL201",1.07830156199984e-09,1.1484323053913,0.119,0.055,2.10074710308809e-05,"5","CCL20",0.064
"C16orf87",1.17650779161804e-09,1.15700636776049,0.141,0.07,2.29207247963026e-05,"5","C16orf87",0.071
"WNK11",1.19153548872426e-09,0.545889646708651,0.549,0.441,2.3213494391326e-05,"5","WNK1",0.108
"HMOX11",1.21031163136709e-09,1.92770281923925,0.03,0.006,2.35792912022936e-05,"5","HMOX1",0.024
"CKAP2L1",1.26840656266513e-09,1.97725035695849,0.032,0.007,2.4711096653842e-05,"5","CKAP2L",0.025
"MTHFD1L",1.29006151616867e-09,1.89502926870974,0.044,0.012,2.5132978457998e-05,"5","MTHFD1L",0.032
"RAD211",1.33268716069372e-09,0.684989001222294,0.487,0.385,2.5963411264635e-05,"5","RAD21",0.102
"TRBC22",1.42674822018582e-09,0.546308914755172,0.727,0.669,2.77959088256601e-05,"5","TRBC2",0.0579999999999999
"LDLRAD4-AS1",1.43977435733087e-09,2.10970065298214,0.028,0.006,2.80496840295199e-05,"5","LDLRAD4-AS1",0.022
"RACGAP1",1.46724506679801e-09,1.60481003354972,0.069,0.025,2.85848683913589e-05,"5","RACGAP1",0.044
"HMGN11",1.47365827921175e-09,0.567524683148882,0.594,0.528,2.87098105956033e-05,"5","HMGN1",0.0659999999999999
"CYTIP1",1.49136801927024e-09,0.623910760588373,0.531,0.439,2.90548317514228e-05,"5","CYTIP",0.092
"FAM107B1",1.61600648112345e-09,0.691554928753012,0.549,0.479,3.1483038265247e-05,"5","FAM107B",0.0700000000000001
"PSMA12",1.62615325307911e-09,0.693247334697065,0.39,0.28,3.16807176764873e-05,"5","PSMA1",0.11
"CD44-AS1",1.65799134838062e-09,1.7816877956338,0.044,0.012,3.23009874491512e-05,"5","CD44-AS1",0.032
"Z98885.31",1.67709303976548e-09,1.6172331994312,0.069,0.025,3.2673126600711e-05,"5","Z98885.3",0.044
"ACSL4",1.84013581892612e-09,1.0713894375051,0.192,0.109,3.58495260243186e-05,"5","ACSL4",0.083
"PTMA2",1.84761460860975e-09,0.224490331282015,1,0.999,3.59952278049351e-05,"5","PTMA",0.001
"CARMIL3",1.99789896248012e-09,3.01016497943122,0.014,0.002,3.89230675870377e-05,"5","CARMIL3",0.012
"YWHAZ2",2.0953327929031e-09,0.326920204070928,0.863,0.804,4.08212734713382e-05,"5","YWHAZ",0.0589999999999999
"PGK12",2.24280888611912e-09,0.628639240241202,0.493,0.392,4.36944027193727e-05,"5","PGK1",0.101
"PSMC12",2.25677832601741e-09,0.885413637562414,0.253,0.157,4.39665553474712e-05,"5","PSMC1",0.096
"GSPT11",2.30018594599978e-09,0.797522268249529,0.398,0.298,4.48122225999677e-05,"5","GSPT1",0.1
"HLA-DRB12",2.35200529913652e-09,0.661381779799669,0.41,0.302,4.58217672377776e-05,"5","HLA-DRB1",0.108
"ADAR1",2.38338393746892e-09,0.651249419955895,0.442,0.341,4.64330858697695e-05,"5","ADAR",0.101
"RBX13",2.43917895797179e-09,0.710035923647784,0.4,0.295,4.75200844592064e-05,"5","RBX1",0.105
"PLK11",2.64941234306919e-09,1.94305078357269,0.034,0.008,5.16158512676739e-05,"5","PLK1",0.026
"TRBC11",2.85228766461936e-09,0.755397034153566,0.547,0.479,5.55682682821144e-05,"5","TRBC1",0.0680000000000001
"NAP1L11",2.92457465768672e-09,0.368643065395658,0.756,0.677,5.69765634810527e-05,"5","NAP1L1",0.079
"LSP13",2.93883306406871e-09,0.566479948913193,0.558,0.466,5.72543457541867e-05,"5","LSP1",0.092
"FBXO43",2.95340922225434e-09,2.44757029173852,0.024,0.005,5.75383184679591e-05,"5","FBXO43",0.019
"EGOT",2.97126661130198e-09,2.33934889032139,0.034,0.008,5.78862161213852e-05,"5","EGOT",0.026
"KIAA1324",3.20301890836036e-09,1.75862621243526,0.065,0.023,6.24012143726765e-05,"5","KIAA1324",0.042
"GPR161",3.25221368984641e-09,3.02254870388706,0.016,0.002,6.33596271055877e-05,"5","GPR161",0.014
"FNBP11",3.79570976779459e-09,0.546553332842191,0.596,0.531,7.39480176961743e-05,"5","FNBP1",0.0649999999999999
"SMC1A2",4.05698647442694e-09,0.928405095582006,0.313,0.214,7.90382104947857e-05,"5","SMC1A",0.099
"HDLBP1",4.11688946855756e-09,0.942852977986459,0.222,0.134,8.02052406264383e-05,"5","HDLBP",0.088
"FSTL11",4.16721393886859e-09,2.38867660268495,0.026,0.005,8.11856619570379e-05,"5","FSTL1",0.021
"TSPAN51",4.31295115522564e-09,0.810768859497748,0.206,0.118,8.40249144061059e-05,"5","TSPAN5",0.088
"ILDR21",4.32406898554188e-09,2.24347868714502,0.026,0.005,8.42415119763269e-05,"5","ILDR2",0.021
"PRRC2C1",4.34268721682503e-09,0.299725162897983,0.853,0.783,8.46042323581852e-05,"5","PRRC2C",0.07
"E2F7",4.34357772197261e-09,2.62814253738034,0.024,0.005,8.46215811794705e-05,"5","E2F7",0.019
"STARD13",4.48392765465614e-09,4.29556719829347,0.01,0.001,8.73558785680109e-05,"5","STARD13",0.009
"CPA5",4.55654799413694e-09,3.81751990148883,0.01,0.001,8.87706680217759e-05,"5","CPA5",0.009
"CREB3L3",4.57282919107776e-09,3.71060469757232,0.01,0.001,8.9087858300577e-05,"5","CREB3L3",0.009
"AC083837.1",4.61317374854837e-09,3.41514881404615,0.014,0.002,8.98738509692194e-05,"5","AC083837.1",0.012
"LTBP1",4.6520546018324e-09,3.18008998087354,0.014,0.002,9.06313277528989e-05,"5","LTBP1",0.012
"H2AFV2",5.01279050248533e-09,0.818992407060307,0.434,0.342,9.76591845694191e-05,"5","H2AFV",0.092
"HERC5",5.13481708425105e-09,1.44884082906493,0.158,0.085,0.000100036506435379,"5","HERC5",0.073
"PTPN111",5.18350023737226e-09,0.959721145361169,0.216,0.129,0.000100984951624486,"5","PTPN11",0.087
"MCOLN21",5.19332403208323e-09,0.957202213595436,0.202,0.118,0.000101176338793046,"5","MCOLN2",0.084
"RAN1",5.804998362554e-09,0.65910304333759,0.505,0.42,0.000113092978099277,"5","RAN",0.085
"PSD3",6.32004117851516e-09,3.12564219685116,0.016,0.002,0.000123127042239832,"5","PSD3",0.014
"SPC24",6.44110759781102e-09,2.81014037112323,0.02,0.003,0.000125485658220554,"5","SPC24",0.017
"CTGF",6.45984403270344e-09,2.6110690240214,0.02,0.003,0.000125850681445128,"5","CTGF",0.017
"PARP142",6.63579899008501e-09,0.853660493751233,0.392,0.29,0.000129278635924836,"5","PARP14",0.102
"CALM32",6.92470029171862e-09,0.735314654313452,0.408,0.313,0.000134907011083262,"5","CALM3",0.095
"NCAPG2",7.17479789860118e-09,1.65296607170437,0.067,0.025,0.000139779412660548,"5","NCAPG2",0.042
"IL261",7.34523388905701e-09,1.95963224541223,0.044,0.013,0.000143099846626609,"5","IL26",0.031
"ACOT71",7.87949920049577e-09,1.39156488200978,0.083,0.034,0.000153508403424058,"5","ACOT7",0.049
"HIST1H3B",7.9100952538305e-09,2.29917845184585,0.034,0.009,0.000154104475735126,"5","HIST1H3B",0.025
"NCS12",7.93740453156922e-09,2.12564219685116,0.032,0.008,0.000154636515084032,"5","NCS1",0.024
"SUMO22",8.04260002524965e-09,0.501268429061315,0.616,0.555,0.000156685933691914,"5","SUMO2",0.0609999999999999
"KDM5B",8.08055399395615e-09,1.2274287247626,0.162,0.089,0.000157425352910254,"5","KDM5B",0.073
"RRM21",8.29089483921455e-09,2.18374515141473,0.055,0.018,0.000161523213257578,"5","RRM2",0.037
