"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"NDUFA4",5.94060298333607e-72,0.517102164636118,0.804,0.545,1.45806159623001e-67,"4","NDUFA4",0.259
"ZC3H15",6.86650490070785e-72,0.285970408732733,0.675,0.33,1.68531496282974e-67,"4","ZC3H15",0.345
"NDUFA1",6.96207566630754e-72,0.413473461106974,0.758,0.444,1.70877185153852e-67,"4","NDUFA1",0.314
"AHSA11",1.03663942134372e-70,0.272838040461479,0.58,0.255,2.54432779574602e-66,"4","AHSA1",0.325
"SYNE21",1.0945769736292e-70,0.567914258605375,0.8,0.502,2.68652972407552e-66,"4","SYNE2",0.298
"TPM42",2.32694359017725e-70,0.307120406145456,0.772,0.414,5.71125034773105e-66,"4","TPM4",0.358
"SF3B6",3.22045262219419e-70,0.306759912421886,0.637,0.303,7.90427891591343e-66,"4","SF3B6",0.334
"CAST",5.34647960850767e-70,0.369452536003304,0.8,0.467,1.31223995511212e-65,"4","CAST",0.333
"HMGN1",5.74595273428653e-70,0.421129728959859,0.802,0.505,1.41028663910328e-65,"4","HMGN1",0.297
"NDUFC2",8.16238722245394e-70,0.268928387478026,0.567,0.25,2.00337631987909e-65,"4","NDUFC2",0.317
"HMGN3",5.29567540772306e-69,0.301704387898352,0.473,0.197,1.29977057207155e-64,"4","HMGN3",0.276
"PSME1",4.22640466534001e-68,0.413225192311667,0.796,0.588,1.03732876106105e-63,"4","PSME1",0.208
"MT-ND4L",4.75019333403481e-68,0.495409799582588,0.782,0.761,1.1658874519055e-63,"4","MT-ND4L",0.021
"C9orf161",1.17914228722926e-67,0.356930184049199,0.63,0.303,2.89408682977548e-63,"4","C9orf16",0.327
"EEF21",1.39812886842266e-67,0.438374049082545,0.844,0.66,3.43156749465657e-63,"4","EEF2",0.184
"HUWE1",1.76735211127264e-66,0.263226171731922,0.538,0.235,4.33778902190756e-62,"4","HUWE1",0.303
"MRFAP1",2.47481870097874e-66,0.250656066557394,0.564,0.25,6.07419501968221e-62,"4","MRFAP1",0.314
"SET",3.57604453599795e-66,0.456689832194081,0.836,0.613,8.77704370915337e-62,"4","SET",0.223
"JTB",1.4352436919466e-65,0.292610300301987,0.661,0.334,3.52266211751372e-61,"4","JTB",0.327
"SNRPB",1.51711734535297e-65,0.36229501019321,0.697,0.384,3.72361281243433e-61,"4","SNRPB",0.313
"GNB11",1.84691659412725e-65,0.297376168655397,0.718,0.364,4.53307208862591e-61,"4","GNB1",0.354
"PARK7",2.55250135324671e-65,0.378828960978688,0.717,0.393,6.26485932140871e-61,"4","PARK7",0.324
"MRPL51",8.92967417177263e-65,0.261703445458854,0.55,0.247,2.19169922871987e-60,"4","MRPL51",0.303
"NOP561",1.72992905540579e-64,0.381764244403345,0.654,0.342,4.24593787358798e-60,"4","NOP56",0.312
"EWSR1",2.57841468628143e-64,0.264451281222778,0.657,0.335,6.32846100600914e-60,"4","EWSR1",0.322
"TPI1",3.07880243695667e-63,0.351333319477834,0.803,0.514,7.55661270126645e-59,"4","TPI1",0.289
"MT-ND6",3.52160816240787e-63,0.410694387297485,0.694,0.438,8.64343507381387e-59,"4","MT-ND6",0.256
"PTMA2",1.20652653166306e-62,0.36942317337249,0.977,0.884,2.96129871931382e-58,"4","PTMA",0.093
"HSPA9",1.78992065111091e-62,0.327545484237476,0.693,0.369,4.39318124608663e-58,"4","HSPA9",0.324
"ZBTB7A",1.38048811416203e-61,0.264985689130285,0.659,0.343,3.38827002739929e-57,"4","ZBTB7A",0.316
"BRD91",1.65984788784417e-61,0.267089740276295,0.542,0.241,4.07393065592472e-57,"4","BRD9",0.301
"RPL292",2.06455695698365e-61,0.33407525887988,0.944,0.824,5.06724859522066e-57,"4","RPL29",0.12
"MT-ATP8",2.40781942758625e-61,0.399614455866696,0.725,0.465,5.90975200306769e-57,"4","MT-ATP8",0.26
"AHNAK1",1.87205405818003e-60,0.415080203941559,0.768,0.502,4.59476948039706e-56,"4","AHNAK",0.266
"TRAM11",4.3081932190306e-60,0.252372993685548,0.617,0.295,1.05740294367887e-55,"4","TRAM1",0.322
"TMPO",4.41537448896143e-60,0.260513029396063,0.55,0.253,1.08370951457069e-55,"4","TMPO",0.297
"PPP1CA",4.90453552454785e-60,0.269642562854943,0.645,0.316,1.20376919914502e-55,"4","PPP1CA",0.329
"EIF3D",3.23055047009643e-59,0.272582175057786,0.614,0.301,7.92906307380469e-55,"4","EIF3D",0.313
"CFL1",4.6897612974111e-59,0.347990750904777,0.905,0.809,1.15105501283658e-54,"4","CFL1",0.096
"CSNK1A12",5.05400656245276e-59,0.272026192315945,0.754,0.439,1.2404553706884e-54,"4","CSNK1A1",0.315
"MT-CO21",5.73812071558863e-59,0.305460825481475,0.898,0.975,1.40836434843407e-54,"4","MT-CO2",-0.077
"GBP42",9.65596315664602e-59,0.314921504681159,0.487,0.228,2.3699595971672e-54,"4","GBP4",0.259
"CALR1",1.04927971952362e-58,0.496523254976428,0.792,0.525,2.57535214359877e-54,"4","CALR",0.267
"GPX41",1.07696387927707e-58,0.342914861144285,0.7,0.379,2.64330014529763e-54,"4","GPX4",0.321
"RPS26",3.6190570837782e-58,0.414240740733867,0.808,0.598,8.88261370642523e-54,"4","RPS26",0.21
"NDUFB2",3.97924925931994e-58,0.325530149207738,0.683,0.367,9.76666938207486e-54,"4","NDUFB2",0.316
"SMIM26",1.14874801451288e-57,0.2520615999922,0.509,0.227,2.81948712682041e-53,"4","SMIM26",0.282
"RHOA2",1.7817093569332e-57,0.311158396470767,0.83,0.567,4.37302744565684e-53,"4","RHOA",0.263
"TCEA11",1.83359138868357e-57,0.266274408192944,0.659,0.334,4.50036670438496e-53,"4","TCEA1",0.325
"SSR4",3.82560639412715e-57,0.392417535743269,0.789,0.511,9.38956833374568e-53,"4","SSR4",0.278
"SSB",5.43429350986863e-57,0.2660013317918,0.651,0.326,1.33379299906216e-52,"4","SSB",0.325
"PLAC82",8.26714245691217e-57,0.286841390148979,0.515,0.239,2.02908744462452e-52,"4","PLAC8",0.276
"UFM1",1.02546487947243e-56,0.250729515392518,0.596,0.29,2.51690100017714e-52,"4","UFM1",0.306
"ATP5IF1",2.11473862489169e-56,0.358380067956234,0.688,0.371,5.19041448093415e-52,"4","ATP5IF1",0.317
"GOLGB1",2.74352872030403e-56,0.334751712744844,0.74,0.424,6.73371689111422e-52,"4","GOLGB1",0.316
"ODC11",2.03261169530343e-55,0.266260069309827,0.51,0.236,4.98884214495274e-51,"4","ODC1",0.274
"RPL18A2",2.40204632354399e-55,0.337573700504622,0.964,0.851,5.89558249650637e-51,"4","RPL18A",0.113
"COX4I11",2.50601346782113e-55,0.374763315368021,0.805,0.645,6.15075945542019e-51,"4","COX4I1",0.16
"DYNLRB1",3.36802785267148e-55,0.264898339029154,0.578,0.276,8.26648756159689e-51,"4","DYNLRB1",0.302
"SLC25A61",4.07321578449248e-55,0.409337923135759,0.764,0.514,9.99730082145835e-51,"4","SLC25A6",0.25
"PTP4A2",4.36635124870139e-54,0.346752800464657,0.802,0.533,1.07167725048127e-49,"4","PTP4A2",0.269
"HNRNPR",1.31098205416108e-53,0.275826141391388,0.672,0.355,3.21767435373295e-49,"4","HNRNPR",0.317
"HNRNPM",6.6162206554068e-53,0.317201767405735,0.714,0.436,1.62388519766304e-48,"4","HNRNPM",0.278
"TMBIM61",1.01356953960558e-52,0.350443554624966,0.822,0.627,2.48770507800793e-48,"4","TMBIM6",0.195
"EIF3H",2.63329922947967e-52,0.336456501655158,0.702,0.394,6.4631696288349e-48,"4","EIF3H",0.308
"TPM31",3.63276950580484e-52,0.307195633638489,0.871,0.69,8.9162694750474e-48,"4","TPM3",0.181
"HMGN2",3.94520942687289e-52,0.491029299308431,0.775,0.522,9.68312201731681e-48,"4","HMGN2",0.253
"NDUFB11",5.90988704397477e-52,0.262058550628944,0.658,0.342,1.45052267607317e-47,"4","NDUFB11",0.316
"SSBP1",8.35212463265631e-51,0.265307752323313,0.648,0.35,2.04994546983916e-46,"4","SSBP1",0.298
"TMEM258",1.03896178971941e-50,0.25670170819785,0.669,0.369,2.55002781668732e-46,"4","TMEM258",0.3
"RPS112",7.59199874592439e-50,0.284097681826415,0.947,0.87,1.86338017219968e-45,"4","RPS11",0.077
"DDX211",3.82250789625118e-49,0.286081052865158,0.75,0.475,9.3819633805589e-45,"4","DDX21",0.275
"NDUFS51",1.17527667627421e-48,0.296402787801294,0.699,0.405,2.88459907424741e-44,"4","NDUFS5",0.294
"URI11",4.40820690822046e-48,0.270599179905183,0.546,0.261,1.08195030355363e-43,"4","URI1",0.285
"SNRPD21",9.76398883627354e-48,0.326072251993883,0.718,0.453,2.39647341997498e-43,"4","SNRPD2",0.265
"UBXN4",5.08379571531367e-47,0.278148247913915,0.75,0.45,1.24776682036659e-42,"4","UBXN4",0.3
"RPL37A2",5.30794465626368e-47,0.297157145560801,0.947,0.861,1.30278193643336e-42,"4","RPL37A",0.086
"PRPF40A",1.4722072481835e-46,0.267263622994155,0.723,0.41,3.61338546994159e-42,"4","PRPF40A",0.313
"HNRNPD",2.19238733524176e-46,0.28075832511129,0.708,0.419,5.38099547561738e-42,"4","HNRNPD",0.289
"SUMO2",1.35083764493987e-45,0.384812379417186,0.794,0.552,3.31549591574041e-41,"4","SUMO2",0.242
"TOMM20",1.25600260802923e-44,0.297072641428867,0.694,0.408,3.08273280114693e-40,"4","TOMM20",0.286
"TMEM59",3.1723536820682e-43,0.305853701281427,0.679,0.393,7.7862248772682e-39,"4","TMEM59",0.286
"MORF4L1",1.75984416248962e-40,0.292668407410232,0.802,0.51,4.31936151241452e-36,"4","MORF4L1",0.292
"APRT1",4.01612105098689e-40,0.276153594953127,0.678,0.41,9.85716750754221e-36,"4","APRT",0.268
"HNRNPK",8.77444793502695e-40,0.261366374044707,0.85,0.664,2.15360050117301e-35,"4","HNRNPK",0.186
"NDRG1",2.39392423762702e-38,0.548545292414288,0.466,0.249,5.87564764883176e-34,"4","NDRG1",0.217
"MT-ND31",4.07959813041104e-38,0.263578134307286,0.886,0.968,1.00129656512809e-33,"4","MT-ND3",-0.082
"RACK12",1.13382360051778e-37,0.310191496161129,0.872,0.772,2.78285664511083e-33,"4","RACK1",0.1
"LSM3",2.48641309086755e-37,0.269202041714259,0.467,0.239,6.10265229022531e-33,"4","LSM3",0.228
"ATP5MC2",4.81068664352e-37,0.31264541988258,0.761,0.545,1.18073492978555e-32,"4","ATP5MC2",0.216
"PDIA31",5.98366883143302e-37,0.295670129598651,0.714,0.412,1.46863167798692e-32,"4","PDIA3",0.302
"TMSB102",1.10967666538421e-35,0.288275018149074,0.962,0.883,2.723590407519e-31,"4","TMSB10",0.079
"KTN1",1.78022251350326e-35,0.280063410416407,0.776,0.515,4.36937813714241e-31,"4","KTN1",0.261
"RPL231",7.9058066744177e-35,0.762039503511142,0.931,0.826,1.94040119016908e-30,"4","RPL23",0.105
"BIRC31",7.67608367009197e-34,0.255513765360234,0.713,0.472,1.88401797598737e-29,"4","BIRC3",0.241
"TUBA1B1",2.08529400321965e-33,0.407111147422811,0.773,0.56,5.11814560150232e-29,"4","TUBA1B",0.213
"DEK",1.74923171545527e-32,0.262735125272457,0.746,0.518,4.29331432241343e-28,"4","DEK",0.228
"TAPBP",1.36925779548749e-29,0.303579687668532,0.781,0.551,3.36070633324451e-25,"4","TAPBP",0.23
"HMGB1",1.17062142285032e-28,0.298791576000859,0.905,0.804,2.87317322024383e-24,"4","HMGB1",0.101
"EIF3E2",1.59202246991026e-26,0.257701971132008,0.781,0.541,3.90745995014774e-22,"4","EIF3E",0.24
"RPL72",4.67403474331762e-24,0.320130372231072,0.918,0.791,1.14719508739988e-19,"4","RPL7",0.127
"ANKRD36C",1.83945662741276e-23,0.341476917935806,0.357,0.197,4.51476234632188e-19,"4","ANKRD36C",0.16
"COL1A1",0,4.32510232852371,0.698,0.07,0,"5","COL1A1",0.628
"COL3A1",0,4.15323975784571,0.697,0.08,0,"5","COL3A1",0.617
"COL1A2",0,4.0413873399492,0.713,0.062,0,"5","COL1A2",0.651
"IGFBP7",0,3.6102644428109,0.953,0.035,0,"5","IGFBP7",0.918
"SPARC",0,3.53830336517934,0.902,0.039,0,"5","SPARC",0.863
"CALD1",0,3.26712859078374,0.887,0.016,0,"5","CALD1",0.871
"FN11",0,3.19147150344523,0.771,0.047,0,"5","FN1",0.724
"POSTN",0,3.18150623047404,0.643,0.025,0,"5","POSTN",0.618
"SPARCL1",0,3.05226909283839,0.691,0.007,0,"5","SPARCL1",0.684
"COL6A1",0,2.98537602521525,0.785,0.041,0,"5","COL6A1",0.744
"DCN",0,2.98371594268811,0.549,0.016,0,"5","DCN",0.533
"LUM",0,2.95227990823825,0.541,0.017,0,"5","LUM",0.524
"COL6A3",0,2.93745936783906,0.581,0.027,0,"5","COL6A3",0.554
"IGFBP5",0,2.88819173082208,0.578,0.008,0,"5","IGFBP5",0.57
"MGP",0,2.85425034846956,0.582,0.008,0,"5","MGP",0.574
"TAGLN",0,2.81266394270964,0.627,0.029,0,"5","TAGLN",0.598
"COL4A1",0,2.75626827600728,0.809,0.01,0,"5","COL4A1",0.799
"COL5A2",0,2.47440270498361,0.663,0.01,0,"5","COL5A2",0.653
"COL6A2",0,2.35546580353542,0.806,0.023,0,"5","COL6A2",0.783
"ACTA2",0,2.30544175230741,0.5,0.036,0,"5","ACTA2",0.464
"TIMP11",0,2.30452958574474,0.883,0.18,0,"5","TIMP1",0.703
"FSTL1",0,2.29842753408496,0.814,0.009,0,"5","FSTL1",0.805
"COL12A1",0,2.29050932436533,0.619,0.01,0,"5","COL12A1",0.609
"BGN",0,2.27988394512163,0.695,0.005,0,"5","BGN",0.69
"MYL9",0,2.27929186455073,0.695,0.014,0,"5","MYL9",0.681
"COL4A2",0,2.2643554869532,0.816,0.007,0,"5","COL4A2",0.809
"TPM11",0,2.23515837491337,0.742,0.094,0,"5","TPM1",0.648
"SULF1",0,2.21484073187511,0.564,0.008,0,"5","SULF1",0.556
"IGFBP4",0,2.19945664788528,0.907,0.053,0,"5","IGFBP4",0.854
"TIMP3",0,2.17191439469301,0.7,0.008,0,"5","TIMP3",0.692
"TPM2",0,2.11687047559523,0.636,0.024,0,"5","TPM2",0.612
"COL5A1",0,2.05598779181773,0.607,0.011,0,"5","COL5A1",0.596
"CCDC80",0,2.05254847156936,0.657,0.005,0,"5","CCDC80",0.652
"A2M1",0,2.04625026808644,0.724,0.069,0,"5","A2M",0.655
"THBS1",0,2.00396756253422,0.698,0.028,0,"5","THBS1",0.67
"RARRES2",0,1.99179631975059,0.546,0.005,0,"5","RARRES2",0.541
"VCAN1",0,1.95424700284187,0.561,0.034,0,"5","VCAN",0.527
"C11orf96",0,1.9511409833613,0.712,0.011,0,"5","C11orf96",0.701
"TCF42",0,1.94392132800426,0.878,0.08,0,"5","TCF4",0.798
"MMP2",0,1.94108410657169,0.628,0.009,0,"5","MMP2",0.619
"C1R",0,1.92348113588399,0.723,0.011,0,"5","C1R",0.712
"THBS2",0,1.90328970629226,0.492,0.005,0,"5","THBS2",0.487
"CTHRC1",0,1.86397052260598,0.59,0.01,0,"5","CTHRC1",0.58
"ASPN",0,1.85702876723723,0.43,0.006,0,"5","ASPN",0.424
"THY1",0,1.83957893948395,0.627,0.005,0,"5","THY1",0.622
"C1S",0,1.8269181063654,0.652,0.012,0,"5","C1S",0.64
"SERPINH1",0,1.81798202084603,0.811,0.068,0,"5","SERPINH1",0.743
"IFI272",0,1.81136772703745,0.832,0.085,0,"5","IFI27",0.747
"MXRA51",0,1.80696434087776,0.534,0.021,0,"5","MXRA5",0.513
"GREM1",0,1.79435439179277,0.415,0.008,0,"5","GREM1",0.407
"COL15A1",0,1.79254073421732,0.637,0.005,0,"5","COL15A1",0.632
"PALLD1",0,1.78666592559585,0.627,0.036,0,"5","PALLD",0.591
"AEBP1",0,1.77799778431301,0.675,0.01,0,"5","AEBP1",0.665
"FILIP1L",0,1.75815603546108,0.666,0.027,0,"5","FILIP1L",0.639
"DSTN1",0,1.74754717059769,0.916,0.265,0,"5","DSTN",0.651
"SFRP2",0,1.73526802755862,0.38,0.002,0,"5","SFRP2",0.378
"MEG3",0,1.73270281972997,0.509,0.002,0,"5","MEG3",0.507
"CAVIN1",0,1.72846876716563,0.843,0.018,0,"5","CAVIN1",0.825
"CTGF",0,1.69986674785355,0.552,0.016,0,"5","CTGF",0.536
"CAV1",0,1.69798325377555,0.716,0.011,0,"5","CAV1",0.705
"ADAMTS1",0,1.66568068701562,0.482,0.006,0,"5","ADAMTS1",0.476
"SPON2",0,1.64240423459131,0.532,0.057,0,"5","SPON2",0.475
"HSPG21",0,1.63631351290705,0.675,0.034,0,"5","HSPG2",0.641
"HES13",0,1.62389425092948,0.738,0.087,0,"5","HES1",0.651
"APP2",0,1.6033076569831,0.835,0.093,0,"5","APP",0.742
"NR2F21",0,1.58925032749607,0.648,0.027,0,"5","NR2F2",0.621
"CALU2",0,1.58675108881781,0.78,0.127,0,"5","CALU",0.653
"FBN1",0,1.58646964597172,0.724,0.004,0,"5","FBN1",0.72
"GNG11",0,1.57937776610746,0.633,0.007,0,"5","GNG11",0.626
"CNN3",0,1.57789952580774,0.808,0.011,0,"5","CNN3",0.797
"TIMP21",0,1.56751545999058,0.753,0.099,0,"5","TIMP2",0.654
"PRRX1",0,1.56648432105588,0.544,0.002,0,"5","PRRX1",0.542
"SERPING11",0,1.56494443368684,0.77,0.034,0,"5","SERPING1",0.736
"EMP12",0,1.56349306196429,0.774,0.056,0,"5","EMP1",0.718
"FBLN1",0,1.54146905487587,0.489,0.004,0,"5","FBLN1",0.485
"TNC",0,1.52673722836773,0.434,0.004,0,"5","TNC",0.43
"LAMA4",0,1.52163412669681,0.739,0.002,0,"5","LAMA4",0.737
"CALCRL",0,1.51270387743221,0.341,0.006,0,"5","CALCRL",0.335
"CYR61",0,1.51070093729881,0.546,0.009,0,"5","CYR61",0.537
"IFITM33",0,1.4996284885008,0.936,0.213,0,"5","IFITM3",0.723
"SERPINF1",0,1.49652470894029,0.54,0.012,0,"5","SERPINF1",0.528
"MYLK",0,1.48932967693014,0.608,0.008,0,"5","MYLK",0.6
"PRSS23",0,1.48295647991215,0.652,0.013,0,"5","PRSS23",0.639
"PDLIM3",0,1.48269829184287,0.584,0.005,0,"5","PDLIM3",0.579
"CTSK",0,1.48030940038887,0.489,0.015,0,"5","CTSK",0.474
"INHBA1",0,1.47473822891296,0.466,0.028,0,"5","INHBA",0.438
"NNMT",0,1.46646632074635,0.712,0.008,0,"5","NNMT",0.704
"PLOD2",0,1.46177428891868,0.613,0.005,0,"5","PLOD2",0.608
"VWF",0,1.45873795939261,0.271,0.002,0,"5","VWF",0.269
"CDH11",0,1.45787529122539,0.575,0.002,0,"5","CDH11",0.573
"EPAS1",0,1.453840809275,0.71,0.049,0,"5","EPAS1",0.661
"MCAM",0,1.45278526865227,0.434,0.02,0,"5","MCAM",0.414
"COL11A1",0,1.44577757602741,0.361,0.004,0,"5","COL11A1",0.357
"PCOLCE",0,1.44001801893486,0.535,0.013,0,"5","PCOLCE",0.522
"ADIRF1",0,1.41177335188784,0.297,0.015,0,"5","ADIRF",0.282
"PLVAP",0,1.4092377797169,0.258,0.003,0,"5","PLVAP",0.255
"YBX32",0,1.40373391214977,0.883,0.168,0,"5","YBX3",0.715
"TFPI",0,1.39916118464466,0.608,0.014,0,"5","TFPI",0.594
"AQP1",0,1.37411390868672,0.273,0.003,0,"5","AQP1",0.27
"SELENOM",0,1.36707221578399,0.765,0.126,0,"5","SELENOM",0.639
"SOX42",0,1.36145723026588,0.782,0.08,0,"5","SOX4",0.702
"ENG1",0,1.35066013792785,0.556,0.047,0,"5","ENG",0.509
"LTBP1",0,1.35032065424277,0.654,0.007,0,"5","LTBP1",0.647
"PTMS",0,1.34896141963018,0.87,0.173,0,"5","PTMS",0.697
"LAMC1",0,1.34504438768952,0.715,0.016,0,"5","LAMC1",0.699
"MFGE8",0,1.34403426112095,0.633,0.036,0,"5","MFGE8",0.597
"CRIP2",0,1.3423993010145,0.648,0.036,0,"5","CRIP2",0.612
"MAP1B",0,1.34152894634399,0.53,0.005,0,"5","MAP1B",0.525
"COL18A1",0,1.32282891106084,0.677,0.036,0,"5","COL18A1",0.641
"NFIB1",0,1.3129601187788,0.549,0.017,0,"5","NFIB",0.532
"CD592",0,1.30772026857967,0.764,0.098,0,"5","CD59",0.666
"ITGAV1",0,1.30623953115708,0.73,0.069,0,"5","ITGAV",0.661
"LOXL2",0,1.30557099028811,0.576,0.006,0,"5","LOXL2",0.57
"ANTXR1",0,1.30435370283056,0.518,0.003,0,"5","ANTXR1",0.515
"TGFBI1",0,1.29871154068223,0.497,0.052,0,"5","TGFBI",0.445
"TCEAL91",0,1.2946129202337,0.724,0.026,0,"5","TCEAL9",0.698
"ADAMTS4",0,1.28752385970263,0.535,0.01,0,"5","ADAMTS4",0.525
"UACA1",0,1.27947958556301,0.602,0.031,0,"5","UACA",0.571
"DST1",0,1.27314271462454,0.707,0.036,0,"5","DST",0.671
"C31",0,1.27186584939056,0.383,0.026,0,"5","C3",0.357
"LAMB1",0,1.26395667193717,0.695,0.008,0,"5","LAMB1",0.687
"LPP1",0,1.26247444646039,0.811,0.228,0,"5","LPP",0.583
"HTRA1",0,1.25782873654905,0.668,0.015,0,"5","HTRA1",0.653
"RAI14",0,1.2577148211457,0.674,0.007,0,"5","RAI14",0.667
"MMP141",0,1.25112181346073,0.605,0.033,0,"5","MMP14",0.572
"MRC2",0,1.23629584779867,0.537,0.014,0,"5","MRC2",0.523
"ADGRL4",0,1.22767850206474,0.303,0.001,0,"5","ADGRL4",0.302
"WNT5A",0,1.21809553831287,0.358,0.006,0,"5","WNT5A",0.352
"EMILIN1",0,1.2172258578457,0.541,0.004,0,"5","EMILIN1",0.537
"INSR1",0,1.21601521661431,0.364,0.037,0,"5","INSR",0.327
"BMPR2",0,1.21344395778586,0.695,0.103,0,"5","BMPR2",0.592
"XIST1",0,1.20924922253438,0.838,0.209,0,"5","XIST",0.629
"NID1",0,1.20294786690846,0.643,0.004,0,"5","NID1",0.639
"PDGFRB",0,1.20169236369628,0.529,0.005,0,"5","PDGFRB",0.524
"LMNA2",0,1.19881219256625,0.872,0.22,0,"5","LMNA",0.652
"PCDH17",0,1.19272519863927,0.264,0.001,0,"5","PCDH17",0.263
"PDLIM12",0,1.18932062844427,0.715,0.079,0,"5","PDLIM1",0.636
"ACTN13",0,1.18776262475829,0.812,0.164,0,"5","ACTN1",0.648
"ADAMTS2",0,1.18578944332089,0.477,0.003,0,"5","ADAMTS2",0.474
"ISLR",0,1.17794725364406,0.456,0.001,0,"5","ISLR",0.455
"CLIC41",0,1.16546260189665,0.692,0.053,0,"5","CLIC4",0.639
"DPYSL3",0,1.15809042186723,0.616,0.002,0,"5","DPYSL3",0.614
"NOTCH3",0,1.14762192261679,0.407,0.004,0,"5","NOTCH3",0.403
"PXDN",0,1.1467537198137,0.587,0.002,0,"5","PXDN",0.585
"FAM198B1",0,1.14402637110954,0.617,0.022,0,"5","FAM198B",0.595
"DPYSL21",0,1.13462351610507,0.761,0.113,0,"5","DPYSL2",0.648
"RAMP2",0,1.13457857225613,0.288,0.002,0,"5","RAMP2",0.286
"COL10A1",0,1.11733216295525,0.346,0.003,0,"5","COL10A1",0.343
"LHFPL6",0,1.11677447358402,0.607,0.004,0,"5","LHFPL6",0.603
"CST32",0,1.1162155796292,0.854,0.122,0,"5","CST3",0.732
"CFH",0,1.11557979424105,0.684,0.039,0,"5","CFH",0.645
"RRBP11",0,1.09988739373523,0.797,0.197,0,"5","RRBP1",0.6
"ARHGAP29",0,1.0989724431697,0.38,0.012,0,"5","ARHGAP29",0.368
"TGM22",0,1.09567788173602,0.456,0.046,0,"5","TGM2",0.41
"CAVIN3",0,1.09417075891135,0.646,0.015,0,"5","CAVIN3",0.631
"LOX",0,1.09258871479891,0.486,0.002,0,"5","LOX",0.484
"WWTR1",0,1.091559388318,0.608,0.02,0,"5","WWTR1",0.588
"GSN2",0,1.08389464914402,0.672,0.082,0,"5","GSN",0.59
"VCL1",0,1.08256181870654,0.704,0.107,0,"5","VCL",0.597
"CRIM1",0,1.082491070456,0.61,0.088,0,"5","CRIM1",0.522
"ENAH1",0,1.07507400416876,0.593,0.025,0,"5","ENAH",0.568
"GUCY1A1",0,1.05936910750488,0.508,0.005,0,"5","GUCY1A1",0.503
"EHD2",0,1.05788172114998,0.649,0.008,0,"5","EHD2",0.641
"DDR2",0,1.0473300180996,0.537,0.007,0,"5","DDR2",0.53
"COL8A1",0,1.04724883706938,0.433,0.004,0,"5","COL8A1",0.429
"SLC9A3R21",0,1.04252218745197,0.366,0.022,0,"5","SLC9A3R2",0.344
"RDX1",0,1.03766037550001,0.713,0.136,0,"5","RDX",0.577
"NRP11",0,1.03764830521677,0.556,0.029,0,"5","NRP1",0.527
"CRISPLD2",0,1.036237653866,0.514,0.023,0,"5","CRISPLD2",0.491
"COL14A1",0,1.0357019297971,0.297,0.001,0,"5","COL14A1",0.296
"PDLIM51",0,1.03235054256664,0.701,0.108,0,"5","PDLIM5",0.593
"IL1R1",0,1.03129847032616,0.616,0.043,0,"5","IL1R1",0.573
"GJA1",0,1.02247554112327,0.553,0.002,0,"5","GJA1",0.551
"PLS31",0,1.02203062430933,0.64,0.021,0,"5","PLS3",0.619
"ADGRF5",0,1.02046744265945,0.305,0.001,0,"5","ADGRF5",0.304
"RAB132",0,1.01868014771944,0.628,0.048,0,"5","RAB13",0.58
"SEPT11",0,1.01732370153941,0.672,0.142,0,"5","SEPT11",0.53
"SDC2",0,1.01613250768644,0.497,0.014,0,"5","SDC2",0.483
"PDPN",0,1.01608274464447,0.418,0.006,0,"5","PDPN",0.412
"FERMT2",0,1.00474148271327,0.66,0.009,0,"5","FERMT2",0.651
"LAPTM4A2",0,0.991912520773822,0.806,0.202,0,"5","LAPTM4A",0.604
"PLAT",0,0.990408099125451,0.559,0.022,0,"5","PLAT",0.537
"COX7A1",0,0.989192524573742,0.573,0.001,0,"5","COX7A1",0.572
"NUAK1",0,0.988366362508818,0.514,0.005,0,"5","NUAK1",0.509
"RAB311",0,0.986181155103246,0.652,0.081,0,"5","RAB31",0.571
"HEG1",0,0.980272619186613,0.518,0.071,0,"5","HEG1",0.447
"HTRA3",0,0.969047519193642,0.364,0.002,0,"5","HTRA3",0.362
"RCN1",0,0.96257120503816,0.625,0.04,0,"5","RCN1",0.585
"CD34",0,0.962355697161722,0.259,0.003,0,"5","CD34",0.256
"CSRP1",0,0.960264860563325,0.564,0.068,0,"5","CSRP1",0.496
"ITGA51",0,0.959211047907536,0.633,0.087,0,"5","ITGA5",0.546
"FAM114A11",0,0.958915292889568,0.616,0.024,0,"5","FAM114A1",0.592
"MXRA8",0,0.955261460461707,0.485,0.003,0,"5","MXRA8",0.482
"DAB21",0,0.954001366368155,0.654,0.03,0,"5","DAB2",0.624
"IL33",0,0.946960645244434,0.258,0.001,0,"5","IL33",0.257
"SOD3",0,0.944807387035977,0.358,0.001,0,"5","SOD3",0.357
"TSC22D11",0,0.944201459758715,0.669,0.115,0,"5","TSC22D1",0.554
"ESAM",0,0.942148825793741,0.34,0.003,0,"5","ESAM",0.337
"NCKAP11",0,0.938036728430754,0.666,0.042,0,"5","NCKAP1",0.624
"PMP221",0,0.938034045600222,0.611,0.037,0,"5","PMP22",0.574
"CDH5",0,0.935674307729504,0.261,0.001,0,"5","CDH5",0.26
"PPIC1",0,0.934727426925935,0.622,0.023,0,"5","PPIC",0.599
"SERPINE1",0,0.934572028862807,0.373,0.012,0,"5","SERPINE1",0.361
"RBPMS",0,0.929443912448689,0.604,0.006,0,"5","RBPMS",0.598
