"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"FNDC1",0,0.929241934139472,0.332,0.001,0,"5","FNDC1",0.331
"BEX3",0,0.92191700719029,0.625,0.032,0,"5","BEX3",0.593
"JAG11",0,0.920015075232492,0.462,0.042,0,"5","JAG1",0.42
"PDGFRA",0,0.915165622868913,0.39,0.002,0,"5","PDGFRA",0.388
"CKAP4",0,0.913842754044417,0.619,0.07,0,"5","CKAP4",0.549
"LRP12",0,0.913379641642441,0.471,0.037,0,"5","LRP1",0.434
"LMCD1",0,0.911868218921168,0.54,0.011,0,"5","LMCD1",0.529
"FAP",0,0.906746006141948,0.521,0.003,0,"5","FAP",0.518
"PALMD",0,0.90519532823166,0.259,0.001,0,"5","PALMD",0.258
"NBL11",0,0.904665928770547,0.562,0.061,0,"5","NBL1",0.501
"ZFHX31",0,0.902869243274338,0.598,0.057,0,"5","ZFHX3",0.541
"GEM",0,0.900249453607151,0.482,0.06,0,"5","GEM",0.422
"DLC1",0,0.898914584633641,0.541,0.004,0,"5","DLC1",0.537
"HYAL2",0,0.897113236375354,0.346,0.021,0,"5","HYAL2",0.325
"TJP11",0,0.896238478445994,0.544,0.023,0,"5","TJP1",0.521
"RND31",0,0.895041471146213,0.514,0.038,0,"5","RND3",0.476
"PKIG1",0,0.893929722973199,0.566,0.033,0,"5","PKIG",0.533
"DKK3",0,0.891866597656615,0.476,0.011,0,"5","DKK3",0.465
"CYB5R31",0,0.890318607487293,0.742,0.142,0,"5","CYB5R3",0.6
"PLXDC21",0,0.889066328047937,0.575,0.057,0,"5","PLXDC2",0.518
"CHN1",0,0.887015967785479,0.476,0.026,0,"5","CHN1",0.45
"CD248",0,0.88662800770217,0.416,0.005,0,"5","CD248",0.411
"TNS1",0,0.885369755219959,0.532,0.012,0,"5","TNS1",0.52
"NFIC1",0,0.881788240989009,0.736,0.134,0,"5","NFIC",0.602
"S100A131",0,0.881720312954094,0.611,0.041,0,"5","S100A13",0.57
"NRP21",0,0.879602386602319,0.559,0.026,0,"5","NRP2",0.533
"SCARB22",0,0.878460985691464,0.706,0.097,0,"5","SCARB2",0.609
"AKAP12",0,0.876143680278294,0.361,0.007,0,"5","AKAP12",0.354
"GJB2",0,0.873607999987349,0.265,0.011,0,"5","GJB2",0.254
"ARHGEF121",0,0.867934474169061,0.619,0.082,0,"5","ARHGEF12",0.537
"NEXN",0,0.863200166284459,0.47,0.026,0,"5","NEXN",0.444
"PPFIBP11",0,0.85831612886908,0.602,0.032,0,"5","PPFIBP1",0.57
"MSRB3",0,0.852337267246469,0.567,0.003,0,"5","MSRB3",0.564
"PMEPA11",0,0.845585826763102,0.648,0.124,0,"5","PMEPA1",0.524
"PAPPA",0,0.838553489547824,0.317,0.007,0,"5","PAPPA",0.31
"CCL21",0,0.838539569117898,0.341,0.026,0,"5","CCL2",0.315
"CD1511",0,0.835294949910647,0.671,0.106,0,"5","CD151",0.565
"FKBP10",0,0.834338343784155,0.544,0.003,0,"5","FKBP10",0.541
"PLPP3",0,0.829621853269396,0.409,0.012,0,"5","PLPP3",0.397
"CARMN",0,0.828516904121522,0.29,0.002,0,"5","CARMN",0.288
"SH3PXD2A",0,0.825409490184544,0.559,0.048,0,"5","SH3PXD2A",0.511
"TMEM158",0,0.824539453040558,0.37,0.015,0,"5","TMEM158",0.355
"LEPROT1",0,0.821316059448025,0.745,0.153,0,"5","LEPROT",0.592
"VWA11",0,0.814849784475085,0.302,0.019,0,"5","VWA1",0.283
"PCAT19",0,0.811809042932613,0.261,0.001,0,"5","PCAT19",0.26
"ITPRIPL22",0,0.811413020810824,0.639,0.074,0,"5","ITPRIPL2",0.565
"RHOBTB3",0,0.809888220733071,0.486,0.03,0,"5","RHOBTB3",0.456
"LGALS3BP2",0,0.809773991014587,0.57,0.09,0,"5","LGALS3BP",0.48
"MARCKS2",0,0.80932453197577,0.86,0.2,0,"5","MARCKS",0.66
"TUBB61",0,0.80851323292204,0.53,0.025,0,"5","TUBB6",0.505
"MXRA7",0,0.804505005914078,0.651,0.108,0,"5","MXRA7",0.543
"BMP1",0,0.802910000017819,0.532,0.02,0,"5","BMP1",0.512
"GNG121",0,0.801643875914929,0.598,0.026,0,"5","GNG12",0.572
"SULF2",0,0.799104339738689,0.593,0.065,0,"5","SULF2",0.528
"ANGPTL2",0,0.797029589646464,0.466,0.002,0,"5","ANGPTL2",0.464
"FRMD6",0,0.796317086757449,0.485,0.007,0,"5","FRMD6",0.478
"COL7A1",0,0.79016991363122,0.29,0.003,0,"5","COL7A1",0.287
"TGFB1I1",0,0.78877471752912,0.506,0.003,0,"5","TGFB1I1",0.503
"PBX1",0,0.784739726551352,0.537,0.007,0,"5","PBX1",0.53
"ADAMTS9",0,0.781443673839238,0.277,0.001,0,"5","ADAMTS9",0.276
"PLAU1",0,0.781005774482741,0.483,0.054,0,"5","PLAU",0.429
"SPATS2L1",0,0.780504913607283,0.668,0.127,0,"5","SPATS2L",0.541
"NREP",0,0.780414805797515,0.517,0.011,0,"5","NREP",0.506
"VCAM1",0,0.774505047281018,0.465,0.032,0,"5","VCAM1",0.433
"PEAK1",0,0.773318936581195,0.538,0.048,0,"5","PEAK1",0.49
"TCEAL4",0,0.769768907014446,0.62,0.078,0,"5","TCEAL4",0.542
"EGFL7",0,0.766319634518054,0.271,0.008,0,"5","EGFL7",0.263
"MFAP2",0,0.766015821375533,0.46,0.002,0,"5","MFAP2",0.458
"CPE",0,0.765719071531877,0.264,0.001,0,"5","CPE",0.263
"MYOF2",0,0.76270227817024,0.617,0.058,0,"5","MYOF",0.559
"ID4",0,0.761627094605569,0.341,0.001,0,"5","ID4",0.34
"BNC2",0,0.761313908052843,0.46,0.007,0,"5","BNC2",0.453
"MYO1B1",0,0.759190792347217,0.492,0.022,0,"5","MYO1B",0.47
"TSHZ2",0,0.758891114008137,0.491,0.049,0,"5","TSHZ2",0.442
"MFAP4",0,0.757025256837716,0.32,0,0,"5","MFAP4",0.32
"TNFRSF12A1",0,0.753188321695905,0.439,0.05,0,"5","TNFRSF12A",0.389
"FBLN2",0,0.752793211077816,0.373,0.004,0,"5","FBLN2",0.369
"CERCAM",0,0.751843483484525,0.433,0.007,0,"5","CERCAM",0.426
"SHC1",0,0.749117062675204,0.604,0.08,0,"5","SHC1",0.524
"EFEMP1",0,0.745805861753053,0.308,0.001,0,"5","EFEMP1",0.307
"CSRP2",0,0.745055233181997,0.41,0.006,0,"5","CSRP2",0.404
"CRTAP1",0,0.744625931457084,0.64,0.11,0,"5","CRTAP",0.53
"C9orf31",0,0.732186054464346,0.537,0.035,0,"5","C9orf3",0.502
"ABL21",0,0.729455136529166,0.54,0.079,0,"5","ABL2",0.461
"NFIA1",0,0.728438197634286,0.483,0.056,0,"5","NFIA",0.427
"NUPR1",0,0.727327159244947,0.457,0.025,0,"5","NUPR1",0.432
"GPC6",0,0.726463394494161,0.407,0.001,0,"5","GPC6",0.406
"CLMP",0,0.72209181334665,0.381,0.009,0,"5","CLMP",0.372
"KIAA12171",0,0.720322043523793,0.477,0.019,0,"5","KIAA1217",0.458
"PDLIM7",0,0.718557426791955,0.582,0.057,0,"5","PDLIM7",0.525
"FLNB1",0,0.716161411026746,0.521,0.075,0,"5","FLNB",0.446
"ROBO1",0,0.714232640179667,0.486,0.003,0,"5","ROBO1",0.483
"RCN3",0,0.713111603223782,0.428,0.008,0,"5","RCN3",0.42
"ITGBL1",0,0.710122926801172,0.279,0.001,0,"5","ITGBL1",0.278
"CAV21",0,0.709721034282814,0.502,0.023,0,"5","CAV2",0.479
"FKBP91",0,0.709601121621898,0.53,0.021,0,"5","FKBP9",0.509
"FGF7",0,0.707154759653059,0.34,0.006,0,"5","FGF7",0.334
"ZNF503",0,0.705889306151069,0.438,0.013,0,"5","ZNF503",0.425
"SYNPO",0,0.705092693642961,0.319,0.005,0,"5","SYNPO",0.314
"STEAP1",0,0.704895684453843,0.369,0.017,0,"5","STEAP1",0.352
"MAP3K202",0,0.700342283318255,0.529,0.06,0,"5","MAP3K20",0.469
"PARVA",0,0.699725336788994,0.53,0.014,0,"5","PARVA",0.516
"RASAL2",0,0.699708180866681,0.5,0.027,0,"5","RASAL2",0.473
"CCDC501",0,0.699107342660422,0.627,0.109,0,"5","CCDC50",0.518
"RBFOX21",0,0.698319667698422,0.569,0.022,0,"5","RBFOX2",0.547
"WLS",0,0.697507196285968,0.512,0.015,0,"5","WLS",0.497
"RTL8C",0,0.697378554539014,0.556,0.04,0,"5","RTL8C",0.516
"GGT5",0,0.695698697610334,0.448,0.004,0,"5","GGT5",0.444
"EPB41L22",0,0.695476076391301,0.515,0.061,0,"5","EPB41L2",0.454
"RCAN1",0,0.693161544388601,0.402,0.031,0,"5","RCAN1",0.371
"YAP11",0,0.692292243518901,0.503,0.024,0,"5","YAP1",0.479
"TCIM1",0,0.689881452985874,0.319,0.018,0,"5","TCIM",0.301
"GPX8",0,0.689792368644011,0.477,0.002,0,"5","GPX8",0.475
"CNN1",0,0.689786132884555,0.279,0.001,0,"5","CNN1",0.278
"EVA1B",0,0.688707241184453,0.534,0.044,0,"5","EVA1B",0.49
"PTPRG1",0,0.683844526724032,0.495,0.016,0,"5","PTPRG",0.479
"SGCB",0,0.683135100855395,0.541,0.034,0,"5","SGCB",0.507
"IGFBP6",0,0.682832748552336,0.363,0.007,0,"5","IGFBP6",0.356
"ADAM12",0,0.681934008754355,0.358,0.016,0,"5","ADAM12",0.342
"KANK2",0,0.680836486960689,0.474,0.009,0,"5","KANK2",0.465
"COL5A3",0,0.680018285271983,0.337,0.003,0,"5","COL5A3",0.334
"LDB2",0,0.67973831045298,0.29,0.009,0,"5","LDB2",0.281
"OAF",0,0.677324175463352,0.453,0.022,0,"5","OAF",0.431
"VGLL41",0,0.676843536954382,0.607,0.107,0,"5","VGLL4",0.5
"EDNRA",0,0.674239544335855,0.288,0.001,0,"5","EDNRA",0.287
"CRYBG31",0,0.673672327010394,0.424,0.038,0,"5","CRYBG3",0.386
"NAV1",0,0.673604017196194,0.497,0.022,0,"5","NAV1",0.475
"PLXND11",0,0.673151849263611,0.526,0.068,0,"5","PLXND1",0.458
"RRAS1",0,0.666036111823001,0.511,0.056,0,"5","RRAS",0.455
"BICC1",0,0.665467674167706,0.375,0.002,0,"5","BICC1",0.373
"GOLM11",0,0.662873294516219,0.564,0.058,0,"5","GOLM1",0.506
"ASPH1",0,0.662121206606982,0.636,0.099,0,"5","ASPH",0.537
"GOLIM4",0,0.659621433270935,0.628,0.085,0,"5","GOLIM4",0.543
"FGFR1",0,0.65652533264569,0.479,0.028,0,"5","FGFR1",0.451
"CDC42BPA1",0,0.65559451889167,0.517,0.027,0,"5","CDC42BPA",0.49
"TMEM176B1",0,0.655445101577303,0.43,0.04,0,"5","TMEM176B",0.39
"TCEAL8",0,0.65483188045092,0.595,0.096,0,"5","TCEAL8",0.499
"PTK21",0,0.652897083010397,0.46,0.044,0,"5","PTK2",0.416
"EFEMP2",0,0.650157001416386,0.465,0.006,0,"5","EFEMP2",0.459
"PLPP1",0,0.648125509907118,0.38,0.032,0,"5","PLPP1",0.348
"CTTN1",0,0.648040784558051,0.544,0.038,0,"5","CTTN",0.506
"OSMR",0,0.644556094384753,0.445,0.004,0,"5","OSMR",0.441
"TMEM47",0,0.644048033194581,0.415,0.001,0,"5","TMEM47",0.414
"LAMB2",0,0.64353828520075,0.459,0.018,0,"5","LAMB2",0.441
"ADGRA2",0,0.638005821379076,0.453,0.002,0,"5","ADGRA2",0.451
"TMEM176A1",0,0.637664856474752,0.413,0.035,0,"5","TMEM176A",0.378
"CTNND12",0,0.635865769186071,0.555,0.07,0,"5","CTNND1",0.485
"TPBG",0,0.635404083081525,0.463,0.013,0,"5","TPBG",0.45
"FILIP1",0,0.635034335244718,0.331,0.003,0,"5","FILIP1",0.328
"MICAL2",0,0.633954829743426,0.506,0.073,0,"5","MICAL2",0.433
"TWSG1",0,0.633519207586522,0.489,0.038,0,"5","TWSG1",0.451
"TEAD11",0,0.633518874283446,0.492,0.017,0,"5","TEAD1",0.475
"ACVRL1",0,0.630969454134221,0.366,0.007,0,"5","ACVRL1",0.359
"NID2",0,0.629089301371848,0.405,0.006,0,"5","NID2",0.399
"ECM1",0,0.628780112134887,0.434,0.021,0,"5","ECM1",0.413
"CDH13",0,0.62652823672746,0.349,0.001,0,"5","CDH13",0.348
"TINAGL11",0,0.625846306685829,0.311,0.026,0,"5","TINAGL1",0.285
"MPZL11",0,0.625374947665047,0.549,0.055,0,"5","MPZL1",0.494
"S100A161",0,0.623236404125198,0.526,0.047,0,"5","S100A16",0.479
"RHOJ",0,0.622614916328164,0.299,0.001,0,"5","RHOJ",0.298
"SELENON",0,0.621693734291195,0.509,0.058,0,"5","SELENON",0.451
"NR2F1",0,0.618161502632105,0.287,0.001,0,"5","NR2F1",0.286
"HDGFL3",0,0.617525831994348,0.491,0.037,0,"5","HDGFL3",0.454
"VGLL3",0,0.617284474074635,0.338,0.001,0,"5","VGLL3",0.337
"PHLDB2",0,0.615464922467429,0.442,0.019,0,"5","PHLDB2",0.423
"UNC5B",0,0.614014983977287,0.381,0.01,0,"5","UNC5B",0.371
"FBLIM1",0,0.613853673735343,0.462,0.037,0,"5","FBLIM1",0.425
"EDIL3",0,0.613790675185513,0.325,0.001,0,"5","EDIL3",0.324
"MAGED11",0,0.611068401248663,0.491,0.047,0,"5","MAGED1",0.444
"MYH10",0,0.610795297713537,0.425,0.015,0,"5","MYH10",0.41
"NTM",0,0.609827999185361,0.32,0.001,0,"5","NTM",0.319
"SEPT101",0,0.608697165632597,0.445,0.026,0,"5","SEPT10",0.419
"CYBRD1",0,0.606634540889782,0.415,0.015,0,"5","CYBRD1",0.4
"PRKG1",0,0.606524379824113,0.369,0.001,0,"5","PRKG1",0.368
"FARP1",0,0.603067366945446,0.506,0.045,0,"5","FARP1",0.461
"GNB41",0,0.601710381026477,0.527,0.059,0,"5","GNB4",0.468
"JCAD",0,0.601504126794009,0.422,0.014,0,"5","JCAD",0.408
"SVIL",0,0.600656757165233,0.549,0.085,0,"5","SVIL",0.464
"FAT11",0,0.597899451303317,0.421,0.039,0,"5","FAT1",0.382
"PAM",0,0.595967098403862,0.521,0.049,0,"5","PAM",0.472
"MDK1",0,0.595507619092439,0.463,0.046,0,"5","MDK",0.417
"MPDZ",0,0.591897613736469,0.439,0,0,"5","MPDZ",0.439
"FSCN1",0,0.58992131488036,0.463,0.045,0,"5","FSCN1",0.418
"DOCK1",0,0.588234115432458,0.454,0.018,0,"5","DOCK1",0.436
"SMTN",0,0.587563535299413,0.407,0.017,0,"5","SMTN",0.39
"EMP21",0,0.587423353480558,0.456,0.032,0,"5","EMP2",0.424
"SASH1",0,0.584025104258995,0.364,0.017,0,"5","SASH1",0.347
"PLAC9",0,0.583570347905012,0.255,0.001,0,"5","PLAC9",0.254
"CHPF1",0,0.58324952484365,0.407,0.036,0,"5","CHPF",0.371
"PTPN14",0,0.582052083894702,0.41,0.019,0,"5","PTPN14",0.391
"AMOTL1",0,0.579718515583294,0.447,0.004,0,"5","AMOTL1",0.443
"ZCCHC24",0,0.573704856816292,0.438,0.016,0,"5","ZCCHC24",0.422
"APBB21",0,0.573701981694046,0.422,0.017,0,"5","APBB2",0.405
"C1QTNF1",0,0.568835881123111,0.352,0.003,0,"5","C1QTNF1",0.349
"CAMSAP2",0,0.568425887594004,0.459,0.03,0,"5","CAMSAP2",0.429
"CLEC11A",0,0.567369556733083,0.384,0.011,0,"5","CLEC11A",0.373
"PTPRM",0,0.566849975420097,0.354,0.016,0,"5","PTPRM",0.338
"PKD2",0,0.565973625319351,0.46,0.031,0,"5","PKD2",0.429
"ADAMTS12",0,0.565455595278534,0.34,0.001,0,"5","ADAMTS12",0.339
"OLFML3",0,0.565349100577201,0.34,0.008,0,"5","OLFML3",0.332
"NECTIN22",0,0.56517268245829,0.468,0.052,0,"5","NECTIN2",0.416
"LRRC32",0,0.563112574557555,0.352,0.002,0,"5","LRRC32",0.35
"SSPN",0,0.562740419388397,0.369,0.015,0,"5","SSPN",0.354
"CDC42BPB1",0,0.56237900378849,0.492,0.043,0,"5","CDC42BPB",0.449
"SPOCK1",0,0.562287713269084,0.326,0.001,0,"5","SPOCK1",0.325
"SMARCA1",0,0.561038873808385,0.444,0.005,0,"5","SMARCA1",0.439
"GAS1",0,0.560634196912468,0.284,0.006,0,"5","GAS1",0.278
"ADGRL2",0,0.558713221612715,0.328,0.001,0,"5","ADGRL2",0.327
"MYO1C1",0,0.556902231388739,0.555,0.086,0,"5","MYO1C",0.469
"PHLDB1",0,0.556861036636306,0.477,0.03,0,"5","PHLDB1",0.447
"DCBLD1",0,0.554514774405787,0.373,0.028,0,"5","DCBLD1",0.345
"GUCY1B1",0,0.552104453086023,0.361,0.002,0,"5","GUCY1B1",0.359
"RBMS3",0,0.551400352733929,0.395,0.003,0,"5","RBMS3",0.392
"RASSF8",0,0.549021421706278,0.398,0.005,0,"5","RASSF8",0.393
"TNS31",0,0.549021080717873,0.445,0.049,0,"5","TNS3",0.396
"PSD3",0,0.548187038950917,0.366,0.02,0,"5","PSD3",0.346
"TMTC1",0,0.545917350587221,0.261,0.001,0,"5","TMTC1",0.26
"MYO101",0,0.543550591785274,0.383,0.028,0,"5","MYO10",0.355
"ADAMTS6",0,0.54269395695504,0.349,0.03,0,"5","ADAMTS6",0.319
"TRIO1",0,0.542117551493903,0.471,0.049,0,"5","TRIO",0.422
"LGMN1",0,0.541661677803733,0.495,0.065,0,"5","LGMN",0.43
"RUNX1T1",0,0.540130842160254,0.36,0.001,0,"5","RUNX1T1",0.359
"CD109",0,0.53990600650636,0.384,0.022,0,"5","CD109",0.362
"CTSL1",0,0.539257796427217,0.617,0.074,0,"5","CTSL",0.543
"CD276",0,0.539161452335032,0.43,0.022,0,"5","CD276",0.408
"SNAI2",0,0.538825991648713,0.352,0.001,0,"5","SNAI2",0.351
"GAS61",0,0.537069130725849,0.369,0.029,0,"5","GAS6",0.34
"STEAP21",0,0.536925344177709,0.312,0.015,0,"5","STEAP2",0.297
"FHL1",0,0.533883184434126,0.331,0.023,0,"5","FHL1",0.308
"PTPRK1",0,0.528448561596246,0.415,0.043,0,"5","PTPRK",0.372
"TNS2",0,0.527293604912614,0.351,0.006,0,"5","TNS2",0.345
"PHLDA3",0,0.524606267134397,0.364,0.015,0,"5","PHLDA3",0.349
"SPHK11",0,0.522574061391542,0.425,0.024,0,"5","SPHK1",0.401
"MRVI1",0,0.519462764319542,0.325,0.008,0,"5","MRVI1",0.317
"SGIP1",0,0.518850844544464,0.319,0.001,0,"5","SGIP1",0.318
"MEDAG",0,0.516352962688336,0.28,0,0,"5","MEDAG",0.28
"RIN22",0,0.514570365857757,0.378,0.035,0,"5","RIN2",0.343
"CREB3L11",0,0.513166340018405,0.338,0.023,0,"5","CREB3L1",0.315
"NXN",0,0.510671037002777,0.401,0.003,0,"5","NXN",0.398
"PTK7",0,0.510396431911776,0.372,0.007,0,"5","PTK7",0.365
"PAPSS21",0,0.508547452491359,0.393,0.028,0,"5","PAPSS2",0.365
"LIMS2",0,0.50838984104436,0.309,0.005,0,"5","LIMS2",0.304
"SRPX2",0,0.508348818336578,0.331,0.001,0,"5","SRPX2",0.33
"PON21",0,0.506791405695404,0.439,0.047,0,"5","PON2",0.392
"MAGI1",0,0.505979127843652,0.306,0.015,0,"5","MAGI1",0.291
"GLIS3",0,0.505716660242856,0.363,0.009,0,"5","GLIS3",0.354
"TNFAIP1",0,0.504049341204958,0.401,0.039,0,"5","TNFAIP1",0.362
"TANC11",0,0.503777365237785,0.415,0.022,0,"5","TANC1",0.393
"AXL",0,0.502384937440874,0.341,0.016,0,"5","AXL",0.325
"PLOD11",0,0.501772464072069,0.431,0.032,0,"5","PLOD1",0.399
"WISP1",0,0.501519862581613,0.291,0.004,0,"5","WISP1",0.287
"PLSCR4",0,0.500990952953488,0.337,0.002,0,"5","PLSCR4",0.335
"NES",0,0.500502176945835,0.258,0.002,0,"5","NES",0.256
"BCAT11",0,0.499344006102705,0.413,0.037,0,"5","BCAT1",0.376
"SMAD1",0,0.498804003150827,0.302,0.01,0,"5","SMAD1",0.292
"FMOD",0,0.498511014284209,0.312,0.001,0,"5","FMOD",0.311
"FAM129B2",0,0.496497503555797,0.412,0.049,0,"5","FAM129B",0.363
"SLC39A141",0,0.496232538601182,0.427,0.042,0,"5","SLC39A14",0.385
"RAB34",0,0.494853946588558,0.398,0.024,0,"5","RAB34",0.374
"ANKRD50",0,0.494578583704993,0.383,0.015,0,"5","ANKRD50",0.368
"LTBP2",0,0.493015802390019,0.316,0.005,0,"5","LTBP2",0.311
"EXT11",0,0.492795770326317,0.48,0.063,0,"5","EXT1",0.417
"ITGB5",0,0.491889785815614,0.37,0.019,0,"5","ITGB5",0.351
"AFAP1",0,0.490492131905282,0.424,0.024,0,"5","AFAP1",0.4
"C1orf541",0,0.488747854146367,0.351,0.019,0,"5","C1orf54",0.332
"HES4",0,0.486648521797847,0.384,0.039,0,"5","HES4",0.345
"PDGFC",0,0.486027770943525,0.284,0.006,0,"5","PDGFC",0.278
"COL27A1",0,0.485250058779953,0.36,0.019,0,"5","COL27A1",0.341
"COL16A1",0,0.48330691396271,0.323,0.006,0,"5","COL16A1",0.317
"RSPO3",0,0.482850177275986,0.291,0.001,0,"5","RSPO3",0.29
"BACE1",0,0.480618032753827,0.41,0.013,0,"5","BACE1",0.397
"BACE21",0,0.48021377166566,0.412,0.044,0,"5","BACE2",0.368
"LSAMP",0,0.477692863670117,0.285,0.005,0,"5","LSAMP",0.28
"MARVELD1",0,0.477162223546003,0.36,0.015,0,"5","MARVELD1",0.345
"KIRREL1",0,0.470650600313211,0.343,0,0,"5","KIRREL1",0.343
"CFI",0,0.469903345908194,0.314,0.001,0,"5","CFI",0.313
"EBF11",0,0.469729856118155,0.287,0.018,0,"5","EBF1",0.269
"PTGFRN1",0,0.469488391191845,0.384,0.021,0,"5","PTGFRN",0.363
"WNT2",0,0.468712793171824,0.28,0,0,"5","WNT2",0.28
"TSPAN41",0,0.468471007421634,0.407,0.033,0,"5","TSPAN4",0.374
"RBMS2",0,0.466575691028565,0.387,0.037,0,"5","RBMS2",0.35
"FBLN5",0,0.463685482200211,0.27,0.015,0,"5","FBLN5",0.255
"FKBP14",0,0.462714412035814,0.416,0.044,0,"5","FKBP14",0.372
"FIBIN",0,0.462052968634728,0.279,0,0,"5","FIBIN",0.279
"NME4",0,0.460970039608425,0.409,0.034,0,"5","NME4",0.375
"SRGAP1",0,0.458233235865369,0.386,0.025,0,"5","SRGAP1",0.361
"ARHGAP23",0,0.45801714493162,0.332,0.006,0,"5","ARHGAP23",0.326
"SPRY4",0,0.455148259772284,0.264,0.007,0,"5","SPRY4",0.257
"CTTNBP2NL1",0,0.454970043826099,0.373,0.038,0,"5","CTTNBP2NL",0.335
"MEIS2",0,0.454384336192567,0.299,0.005,0,"5","MEIS2",0.294
"FZD1",0,0.452875907529945,0.314,0.009,0,"5","FZD1",0.305
"TAX1BP31",0,0.450740660487241,0.43,0.049,0,"5","TAX1BP3",0.381
"APCDD1",0,0.450190938267876,0.302,0.001,0,"5","APCDD1",0.301
"ITGA11",0,0.450132023548933,0.265,0.004,0,"5","ITGA11",0.261
"LAPTM4B1",0,0.44988890281776,0.405,0.045,0,"5","LAPTM4B",0.36
"PCDH7",0,0.44982880705165,0.28,0.003,0,"5","PCDH7",0.277
"FZD4",0,0.449192410173635,0.256,0.002,0,"5","FZD4",0.254
"DACT1",0,0.448460492683465,0.291,0.002,0,"5","DACT1",0.289
"FXYD6",0,0.444123898094177,0.28,0.007,0,"5","FXYD6",0.273
"ECM2",0,0.444042533620037,0.264,0.003,0,"5","ECM2",0.261
"TMEM45A",0,0.442543652641896,0.32,0.004,0,"5","TMEM45A",0.316
"KDELR31",0,0.440223363571481,0.361,0.02,0,"5","KDELR3",0.341
"RNF217",0,0.438942481534271,0.354,0.012,0,"5","RNF217",0.342
"FOXF1",0,0.438905030235467,0.305,0.001,0,"5","FOXF1",0.304
"SPRED11",0,0.437388037077408,0.413,0.031,0,"5","SPRED1",0.382
"PROS1",0,0.436839513704086,0.265,0.004,0,"5","PROS1",0.261
"PDLIM4",0,0.436510850220505,0.311,0.006,0,"5","PDLIM4",0.305
"DIXDC1",0,0.434140746023677,0.345,0.011,0,"5","DIXDC1",0.334
"TSPAN9",0,0.429447988957278,0.346,0.004,0,"5","TSPAN9",0.342
"AGRN1",0,0.423455967475069,0.38,0.035,0,"5","AGRN",0.345
"BARX1",0,0.420086480800963,0.297,0,0,"5","BARX1",0.297
"RPS6KA2",0,0.417211310613141,0.288,0.017,0,"5","RPS6KA2",0.271
"COPZ2",0,0.415388172043034,0.322,0.007,0,"5","COPZ2",0.315
"MEIS1",0,0.415264974571401,0.299,0.002,0,"5","MEIS1",0.297
"TTC28",0,0.413372869071478,0.305,0.009,0,"5","TTC28",0.296
"P4HA21",0,0.413184637157345,0.37,0.021,0,"5","P4HA2",0.349
"INAFM1",0,0.412626458217315,0.326,0.029,0,"5","INAFM1",0.297
"ST51",0,0.410955792248829,0.335,0.02,0,"5","ST5",0.315
"TUSC3",0,0.408938270046355,0.341,0.001,0,"5","TUSC3",0.34
"BCAR11",0,0.4063685674287,0.325,0.019,0,"5","BCAR1",0.306
"NT5E",0,0.40557498116727,0.287,0.021,0,"5","NT5E",0.266
"FAM20C",0,0.405461535534631,0.282,0.01,0,"5","FAM20C",0.272
"MAP1A",0,0.40470071198036,0.316,0.018,0,"5","MAP1A",0.298
"UBE2E21",0,0.404326780875666,0.381,0.031,0,"5","UBE2E2",0.35
"GXYLT2",0,0.403787677583209,0.262,0.002,0,"5","GXYLT2",0.26
"CDC42EP51",0,0.403203459535889,0.338,0.029,0,"5","CDC42EP5",0.309
"ZNF521",0,0.402391660645704,0.323,0.001,0,"5","ZNF521",0.322
"MRGPRF",0,0.401021133429688,0.265,0,0,"5","MRGPRF",0.265
"CASC15",0,0.40019807448031,0.305,0.002,0,"5","CASC15",0.303
"JAM3",0,0.399014652404888,0.346,0.015,0,"5","JAM3",0.331
"LATS21",0,0.39894296103491,0.427,0.052,0,"5","LATS2",0.375
"FRMD4A",0,0.39841653661125,0.326,0.023,0,"5","FRMD4A",0.303
"ZNF532",0,0.3980401191821,0.381,0.022,0,"5","ZNF532",0.359
"ASAP21",0,0.397408735664634,0.308,0.022,0,"5","ASAP2",0.286
"WWC2",0,0.396391706858788,0.363,0.022,0,"5","WWC2",0.341
"TMEM119",0,0.396242270098831,0.256,0.002,0,"5","TMEM119",0.254
"SH3PXD2B",0,0.395660735750461,0.375,0.017,0,"5","SH3PXD2B",0.358
"MCC",0,0.394472593639233,0.332,0.019,0,"5","MCC",0.313
"VSTM4",0,0.391729875516065,0.274,0.007,0,"5","VSTM4",0.267
"P3H1",0,0.390374558755325,0.38,0.032,0,"5","P3H1",0.348
"GNA111",0,0.389218127193399,0.378,0.028,0,"5","GNA11",0.35
"SH3D191",0,0.386717755708028,0.367,0.029,0,"5","SH3D19",0.338
"FNBP1L1",0,0.383576322079534,0.326,0.023,0,"5","FNBP1L",0.303
"CDC42EP11",0,0.381816510869095,0.375,0.037,0,"5","CDC42EP1",0.338
"H1F0",0,0.38156624656103,0.3,0.021,0,"5","H1F0",0.279
"TRAM2",0,0.381017022989324,0.383,0.03,0,"5","TRAM2",0.353
"GLT8D2",0,0.374572081251952,0.297,0.002,0,"5","GLT8D2",0.295
"EML1",0,0.374107225728098,0.306,0.002,0,"5","EML1",0.304
"LRP6",0,0.369596793345754,0.314,0.017,0,"5","LRP6",0.297
"SAMD4A",0,0.367502794990589,0.348,0.027,0,"5","SAMD4A",0.321
